Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (primary)	Organism (ID)
Q59757	reviewed	CAPP_RHOMR	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	ppc pepC	Rhodothermus marinus (Rhodothermus obamensis)	936	ppc	29549
Q5AYI7	reviewed	BIOB_EMENI	Biotin synthase, mitochondrial (EC 2.8.1.6)	bioB ANIA_06643	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	393	bioB	227321
Q5ENN5	reviewed	RBL2_HETTR	Ribulose bisphosphate carboxylase, chloroplastic (RuBisCO) (EC 4.1.1.39)	rbcL	Heterocapsa triquetra (Dinoflagellate) (Glenodinium triquetrum)	740	rbcL	66468
Q5F5C8	reviewed	BICOA_NEIG1	Bifunctional enzyme BirA/CoaX [Includes: Biotin--[acetyl-CoA-carboxylase] synthetase (EC 6.3.4.15) (Biotin--protein ligase); Type III pantothenate kinase (EC 2.7.1.33) (PanK-III) (Pantothenic acid kinase)]	birA/coaX NGO2001	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	592	birA/coaX	242231
Q5GM68	reviewed	CAPP2_ARATH	Phosphoenolpyruvate carboxylase 2 (AtPPC2) (PEPC 2) (PEPCase 2) (EC 4.1.1.31)	PPC2 At2g42600 F14N22.13	Arabidopsis thaliana (Mouse-ear cress)	963	PPC2	3702
Q5I0C3	reviewed	MCCA_RAT	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial (MCCase subunit alpha) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 1) (3-methylcrotonyl-CoA carboxylase biotin-containing subunit) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit alpha)	Mccc1 Mcca	Rattus norvegicus (Rat)	715	Mccc1	10116
Q5P5G2	reviewed	APCA_AROAE	Acetophenone carboxylase alpha subunit (EC 6.4.1.8) (Acetophenone carboxylase 70 kDa subunit)	apc1 apcA AZOSEA13250 c1A105	Aromatoleum aromaticum (strain EbN1) (Azoarcus sp. (strain EbN1))	658	apc1	76114
Q5P5G3	reviewed	APCB_AROAE	Acetophenone carboxylase beta subunit (EC 6.4.1.8) (Acetophenone carboxylase 15 kDa subunit)	apc2 apcB AZOSEA13240 c1A200	Aromatoleum aromaticum (strain EbN1) (Azoarcus sp. (strain EbN1))	129	apc2	76114
Q5P5G6	reviewed	APCE_AROAE	Acetophenone carboxylase epsilon subunit (EC 6.4.1.8) (Acetophenone carboxylase 34 kDa subunit)	apc5 apcE AZOSEA13210 c1A97	Aromatoleum aromaticum (strain EbN1) (Azoarcus sp. (strain EbN1))	303	apc5	76114
Q5R537	reviewed	THRB_PONAB	Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain]	F2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	623	F2	9601
Q5RB59	reviewed	PUR6_PONAB	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase (PAICS) [Includes: Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC); Phosphoribosylaminoimidazole succinocarboxamide synthetase (EC 6.3.2.6) (SAICAR synthetase)]	PAICS	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	425	PAICS	9601
Q5XIT9	reviewed	MCCB_RAT	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial (MCCase subunit beta) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 2) (3-methylcrotonyl-CoA carboxylase non-biotin-containing subunit) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit beta)	Mccc2	Rattus norvegicus (Rat)	563	Mccc2	10116
Q60028	reviewed	RBL2_THIDA	Ribulose bisphosphate carboxylase (RuBisCO) (EC 4.1.1.39)	cbbM cbbL2 Tbd_2638	Thiobacillus denitrificans (strain ATCC 25259)	459	cbbM	292415
Q612F5	reviewed	PCCA_CAEBR	Propionyl-CoA carboxylase alpha chain, mitochondrial (PCCase subunit alpha) (EC 6.4.1.3) (Propanoyl-CoA:carbon dioxide ligase subunit alpha)	pcca-1 CBG16755	Caenorhabditis briggsae	738	pcca-1	6238
Q68RZ8	reviewed	RBL_PANGI	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL PSC0573	Panax ginseng (Korean ginseng)	478	rbcL	4054
Q6ENG6	reviewed	RBL_ORYNI	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Oryza nivara (Indian wild rice) (Oryza sativa f. spontanea)	477	rbcL	4536
Q6ENV5	reviewed	RBL_SACOF	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Saccharum officinarum (Sugarcane)	476	rbcL	4547
Q6EW71	reviewed	RBL_NYMAL	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Nymphaea alba (White water-lily) (Castalia alba)	475	rbcL	34301
Q6L391	reviewed	RBL_SACHY	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL PS131	Saccharum hybrid (Sugarcane)	476	rbcL	15819
Q6P7D5	reviewed	M1IP1_RAT	Mid1-interacting protein 1 (Gastrulation-specific G12-like protein) (Mid1-interacting G12-like protein) (Protein STRAIT11499 homolog) (Spot 14-related protein) (S14R) (Spot 14-R)	Mid1ip1 Mig12	Rattus norvegicus (Rat)	183	Mid1ip1	10116
Q6XLQ7	reviewed	CALU_RABIT	Calumenin	CALU	Oryctolagus cuniculus (Rabbit)	315	CALU	9986
Q6Y9H0	reviewed	RBL2_PROMN	Ribulose bisphosphate carboxylase (RuBisCO) (EC 4.1.1.39) [Cleaved into: Ribulose bisphosphate carboxylase 1; Ribulose bisphosphate carboxylase 2; Ribulose bisphosphate carboxylase 3; Ribulose bisphosphate carboxylase 4]	rbcL	Prorocentrum minimum (Dinoflagellate) (Exuviaella minima)	1563	rbcL	39449
Q70XZ5	reviewed	RBL_AMBTC	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Amborella trichopoda	475	rbcL	13333
Q73PV9	reviewed	PURE_TREDE	Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC)	purE TDE_0687	Treponema denticola (strain ATCC 35405 / DSM 14222 / CIP 103919 / JCM 8153 / KCTC 15104)	159	purE	243275
Q7GDW5	reviewed	RBL_FAGEA	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Fagopyrum esculentum subsp. ancestrale (Wild buckwheat)	475	rbcL	180217
Q7GUD0	reviewed	RBL_PINKO	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Pinus koraiensis (Korean pine)	475	rbcL	88728
Q7NIM7	reviewed	RBL_GLOVI	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	cbbL rbcL glr2156	Gloeobacter violaceus (strain ATCC 29082 / PCC 7421)	474	cbbL	251221
Q7TTT8	reviewed	CSOCA_PARMW	Carboxysome shell carbonic anhydrase (CsoSCA) (EC 4.2.1.1) (Carbonic anhydrase) (CA) (Carboxysome shell protein CsoS3)	csoS3 SYNW1715	Parasynechococcus marenigrum (strain WH8102)	579	csoS3	84588
Q7V2D0	reviewed	RBL_PROMP	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	cbbL rbcL PMM0550	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	471	cbbL	59919
Q7YJW4	reviewed	RBL_CALFG	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Calycanthus floridus var. glaucus (Eastern sweetshrub) (Calycanthus fertilis var. ferax)	475	rbcL	212734
Q82LU9	reviewed	CCR_STRAW	Crotonyl-CoA reductase (EC 1.3.1.86)	ccrA2 SAV_1911	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	445	ccrA2	227882
Q84VW9	reviewed	CAPP3_ARATH	Phosphoenolpyruvate carboxylase 3 (AtPPC3) (PEPC 3) (PEPCase 3) (EC 4.1.1.31)	PPC3 PEPC PPC At3g14940 K15M2.8	Arabidopsis thaliana (Mouse-ear cress)	968	PPC3	3702
Q85FL3	reviewed	ACCD_ADICA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD	Adiantum capillus-veneris (Maidenhair fern)	310	accD	13818
Q899N5	reviewed	ACCDA_CLOTE	Acetyl-coenzyme A carboxylase carboxyl transferase subunits beta/alpha (ACCase subunits beta/alpha) (Acetyl-CoA carboxylase carboxyltransferase subunits beta/alpha) (EC 2.1.3.15)	accD accA accDA CTC_00135	Clostridium tetani (strain Massachusetts / E88)	575	accD	212717
Q8DKB2	reviewed	CCMK2_THEVB	Carboxysome shell protein CcmK2 (Carbon dioxide-concentrating mechanism protein CcmK2)	ccmK2 tll0947	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	102	ccmK2	197221
Q8L9X2	reviewed	RBCX2_ARATH	Chaperonin-like RbcX protein 2, chloroplastic (AtRBCX2)	RBCX2 At5g19855 F28I16 T29J13	Arabidopsis thaliana (Mouse-ear cress)	203	RBCX2	3702
Q8LBB2	reviewed	KING1_ARATH	SNF1-related protein kinase regulatory subunit gamma-1 (AKIN subunit gamma-1) (AKING1) (AKINgamma1) (CBS domain-containing protein CBSCBS1)	KING1 CBSCBS1 At3g48530 T8P19.40	Arabidopsis thaliana (Mouse-ear cress)	424	KING1	3702
Q8MD78	reviewed	RBL_AMOTI	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Amorphophallus titanum (Titan arum) (Conophallus titanum)	473	rbcL	175755
Q8R519	reviewed	ACMSD_MOUSE	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase (EC 4.1.1.45) (Picolinate carboxylase)	Acmsd	Mus musculus (Mouse)	336	Acmsd	10090
Q8R5M5	reviewed	ACMSD_RAT	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase (EC 4.1.1.45) (Picolinate carboxylase)	Acmsd	Rattus norvegicus (Rat)	336	Acmsd	10116
Q8RU60	reviewed	RBL_ATRBE	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Atropa belladonna (Belladonna) (Deadly nightshade)	477	rbcL	33113
Q8S6N5	reviewed	ACC1_ORYSJ	Acetyl-CoA carboxylase 1 (EC 6.4.1.2) [Includes: Biotin carboxylase (EC 6.3.4.14)]	ACC1 Os10g0363300 LOC_Os10g21910 OsJ_31236 OSJNBa0073L01.2	Oryza sativa subsp. japonica (Rice)	2267	ACC1	39947
Q8S8W7	reviewed	ACCD_ATRBE	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD	Atropa belladonna (Belladonna) (Deadly nightshade)	487	accD	33113
Q8SN66	reviewed	RBL_CHAGL	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Chaetosphaeridium globosum (Charophycean green alga) (Herposteiron globosum)	475	rbcL	96477
Q8THG2	reviewed	RBL_METAC	Ribulose bisphosphate carboxylase (RuBisCO) (EC 4.1.1.39)	rbcL MA_4555	Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)	428	rbcL	188937
Q8WKC9	reviewed	RBL_PINVI	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Pinus virginiana (Virginia pine)	418	rbcL	71654
Q8XGX8	reviewed	DCOA_SALTI	Oxaloacetate decarboxylase alpha chain (EC 7.2.4.2)	oadA1 oadA STY0064 t0057; oadA2 oadA STY3532 t3267	Salmonella typhi	591	oadA1; oadA2	90370
Q8YLP6	reviewed	RAF1_NOSS1	RuBisCO accumulation factor 1	raf1 all5250	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	361	raf1	103690
Q937P0	reviewed	PRPB_CUPNE	2-methylisocitrate lyase (2-MIC) (MICL) (EC 4.1.3.30) ((2R,3S)-2-methylisocitrate lyase)	prpB	Cupriavidus necator (Alcaligenes eutrophus) (Ralstonia eutropha)	302	prpB	106590
Q93VK0	reviewed	PPCK2_ARATH	Phosphoenolpyruvate carboxylase kinase 2 (AtPPCK2) (EC 2.7.11.1)	PPCK2 At3g04530 T27C4.19	Arabidopsis thaliana (Mouse-ear cress)	278	PPCK2	3702
Q95694	reviewed	RBL_CAMLE	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Camassia leichtlinii (Western quamash) (Chlorogalum leichtlinii)	447	rbcL	49707
Q97WG4	reviewed	CAPPA_SACS2	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	ppcA SSO2256	Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus)	511	ppcA	273057
Q99MN9	reviewed	PCCB_MOUSE	Propionyl-CoA carboxylase beta chain, mitochondrial (PCCase subunit beta) (EC 6.4.1.3) (Propanoyl-CoA:carbon dioxide ligase subunit beta)	Pccb	Mus musculus (Mouse)	541	Pccb	10090
Q9BA49	reviewed	RBL_HYOLA	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Hyophorbe lagenicaulis (Bottle palm)	477	rbcL	115475
Q9BBU1	reviewed	RBL_LOTJA	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Lotus japonicus (Lotus corniculatus var. japonicus)	475	rbcL	34305
Q9BZD7	reviewed	TMG3_HUMAN	Transmembrane gamma-carboxyglutamic acid protein 3 (Proline-rich gamma-carboxyglutamic acid protein 3) (Proline-rich Gla protein 3)	PRRG3 PRGP3 TMG3	Homo sapiens (Human)	231	PRRG3	9606
Q9DCL9	reviewed	PUR6_MOUSE	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase (PAICS) [Includes: Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC); Phosphoribosylaminoimidazole succinocarboxamide synthetase (EC 6.3.2.6) (SAICAR synthetase)]	Paics	Mus musculus (Mouse)	425	Paics	10090
Q9FGX1	reviewed	ACLB2_ARATH	ATP-citrate synthase beta chain protein 2 (ATP-citrate synthase B-2) (EC 2.3.3.8) (ATP-citrate lyase B-2) (Citrate cleavage enzyme B-2)	ACLB-2 At5g49460 K7J8.14	Arabidopsis thaliana (Mouse-ear cress)	608	ACLB-2	3702
Q9FLZ3	reviewed	KIN12_ARATH	SNF1-related protein kinase catalytic subunit alpha KIN12 (AKIN12) (EC 2.7.11.1) (AKIN alpha-3) (AKINalpha3) (SNF1-related kinase 1.3) (SnRK1.3)	KIN12 AKIN12 KIN30 SNRK1.3 At5g39440 MUL8.12	Arabidopsis thaliana (Mouse-ear cress)	494	KIN12	3702
Q9FV65	reviewed	CAPPC_FLATR	Phosphoenolpyruvate carboxylase 2 (PEPC 2) (PEPCase 2) (ppcC) (EC 4.1.1.31)	PPCC	Flaveria trinervia (Clustered yellowtops) (Oedera trinervia)	967	PPCC	4227
Q9FV66	reviewed	CAPPB_FLATR	Phosphoenolpyruvate carboxylase 1 (PEPC 1) (PEPCase 1) (ppcB) (EC 4.1.1.31)	PPCB	Flaveria trinervia (Clustered yellowtops) (Oedera trinervia)	965	PPCB	4227
Q9GGX6	reviewed	RBL_CEDAT	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Cedrus atlantica (Atlas cedar) (Pinus atlantica)	467	rbcL	123597
Q9GHP8	reviewed	RBL_POLSI	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Poliothyrsis sinensis (Chinese pearlbloom tree)	466	rbcL	124846
Q9HZA7	reviewed	ACCD_PSEAE	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD PA3112	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	290	accD	208964
Q9I7S8	reviewed	PUR6_DROME	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase (PAICS) (Protein adenosine-5) [Includes: Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase); Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC)]	Paics ade5 CG3989	Drosophila melanogaster (Fruit fly)	429	Paics	7227
Q9JWI7	reviewed	BICOA_NEIMA	Bifunctional enzyme BirA/CoaX [Includes: Biotin--[acetyl-CoA-carboxylase] synthetase (EC 6.3.4.15) (Biotin--protein ligase); Type III pantothenate kinase (EC 2.7.1.33) (PanK-III) (Pantothenic acid kinase)]	birA/coaX NMA0357	Neisseria meningitidis serogroup A / serotype 4A (strain DSM 15465 / Z2491)	592	birA/coaX	122587
Q9JXF1	reviewed	BICOA_NEIMB	Bifunctional enzyme BirA/CoaX [Includes: Biotin--[acetyl-CoA-carboxylase] synthetase (EC 6.3.4.15) (Biotin--protein ligase); Type III pantothenate kinase (EC 2.7.1.33) (PanK-III) (Pantothenic acid kinase)]	birA/coaX NMB2075	Neisseria meningitidis serogroup B (strain MC58)	592	birA/coaX	122586
Q9LDD8	reviewed	MCCB_ARATH	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial (MCCase subunit beta) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 2) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit beta)	MCCB At4g34030 F17I5.220 F28A23.210	Arabidopsis thaliana (Mouse-ear cress)	587	MCCB	3702
Q9LLC1	reviewed	BCCP2_ARATH	Biotin carboxyl carrier protein of acetyl-CoA carboxylase 2, chloroplastic (AtBCCP2) (BCCP-2)	BCCP2 At5g15530 T20K14_140	Arabidopsis thaliana (Mouse-ear cress)	255	BCCP2	3702
Q9MTE7	reviewed	RBL_AVECA	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Averrhoa carambola (Star fruit)	466	rbcL	28974
Q9MTP9	reviewed	RBL_OENEH	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Oenothera elata subsp. hookeri (Hooker's evening primrose) (Oenothera hookeri)	475	rbcL	85636
Q9MUT6	reviewed	RBL_MESVI	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Mesostigma viride (Green alga)	475	rbcL	41882
Q9MVE5	reviewed	RBL_TAXDI	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Taxodium distichum (Bald cypress) (Cupressus disticha)	475	rbcL	28982
Q9NPA3	reviewed	M1IP1_HUMAN	Mid1-interacting protein 1 (Gastrulation-specific G12-like protein) (Mid1-interacting G12-like protein) (Protein STRAIT11499) (Spot 14-related protein) (S14R) (Spot 14-R)	MID1IP1 MIG12	Homo sapiens (Human)	183	MID1IP1	9606
Q9QYC7	reviewed	VKGC_MOUSE	Vitamin K-dependent gamma-carboxylase (EC 4.1.1.90) (Gamma-glutamyl carboxylase) (Peptidyl-glutamate 4-carboxylase) (Vitamin K gamma glutamyl carboxylase)	Ggcx	Mus musculus (Mouse)	757	Ggcx	10090
Q9SGY2	reviewed	ACLA1_ARATH	ATP-citrate synthase alpha chain protein 1 (ATP-citrate synthase A-1) (EC 2.3.3.8) (ATP-citrate lyase A-1) (Citrate cleavage enzyme A-1)	ACLA-1 At1g10670 F20B24.11	Arabidopsis thaliana (Mouse-ear cress)	423	ACLA-1	3702
Q9T4F2	reviewed	RBL_NEPOL	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL-A; rbcL rbcL-B	Nephroselmis olivacea (Green alga)	475	rbcL-A; rbcL	31312
Q9TTS3	reviewed	ACACA_BOVIN	Acetyl-CoA carboxylase 1 (ACC1) (EC 6.4.1.2) (ACC-alpha)	ACACA ACAC ACCA	Bos taurus (Bovine)	2346	ACACA	9913
Q9V9A7	reviewed	MCCB_DROME	Probable methylcrotonoyl-CoA carboxylase beta chain, mitochondrial (MCCase subunit beta) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 2) (3-methylcrotonyl-CoA carboxylase non-biotin-containing subunit) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit beta)	Mccc2 l(2)04524 CG3267	Drosophila melanogaster (Fruit fly)	578	Mccc2	7227
Q9XD77	reviewed	RBL_NITWI	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	cbbL	Nitrobacter winogradskyi (Nitrobacter agilis)	473	cbbL	913
Q9XPR5	reviewed	RBL_IDEPO	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Idesia polycarpa (Iigiri tree)	465	rbcL	77057
Q9XQJ6	reviewed	RBL_PACAQ	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Pachira aquatica (Guiana chestnut)	469	rbcL	69118
Q9ZB35	reviewed	RBL_HYDPS	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	cbbL rbcL	Hydrogenophaga pseudoflava (Pseudomonas carboxydoflava)	473	cbbL	47421
Q9ZI34	reviewed	RBL_BRADU	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	cbbL blr2585	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	486	cbbL	224911
Q9ZS62	reviewed	PHYB1_SOLLC	Phytochrome B1	PHYB1	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	1131	PHYB1	4081
A0A0F7GG11	reviewed	TASA_HAPIR	4-hydroxy-4-methyl-2-oxoglutarate aldolase tasA (EC 4.1.3.17) (Tetramic acid Sch210971/2 biosynthesis cluster protein A)	tasA	Hapsidospora irregularis	270	tasA	95324
A0A0H3K9R3	reviewed	RBCX_SYNP6	RuBisCO chaperone RbcX	rbcX syc2521_d	Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) (Anacystis nidulans)	161	rbcX	269084
A0A344	reviewed	ACCD_COFAR	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD	Coffea arabica (Arabian coffee)	494	accD	13443
A0AJ21	reviewed	ACCA_LISW6	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA lwe1585	Listeria welshimeri serovar 6b (strain ATCC 35897 / DSM 20650 / CIP 8149 / NCTC 11857 / SLCC 5334 / V8)	318	accA	386043
A0AJ22	reviewed	ACCD_LISW6	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD lwe1586	Listeria welshimeri serovar 6b (strain ATCC 35897 / DSM 20650 / CIP 8149 / NCTC 11857 / SLCC 5334 / V8)	294	accD	386043
A0K8K0	reviewed	ACCA_BURCH	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA Bcen2424_2076	Burkholderia cenocepacia (strain HI2424)	323	accA	331272
A0KLN6	reviewed	ACCD_AERHH	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD AHA_2679	Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / BCRC 13018 / CCUG 14551 / JCM 1027 / KCTC 2358 / NCIMB 9240 / NCTC 8049)	287	accD	380703
A0LYC3	reviewed	ACCD_CHRFK	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD GFO_0383	Christiangramia forsetii (strain DSM 17595 / CGMCC 1.15422 / KT0803) (Gramella forsetii)	285	accD	411154
A0LYY6	reviewed	ACCA_CHRFK	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA GFO_0598	Christiangramia forsetii (strain DSM 17595 / CGMCC 1.15422 / KT0803) (Gramella forsetii)	317	accA	411154
A0PXC5	reviewed	ACCD_CLONN	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD NT01CX_0930	Clostridium novyi (strain NT)	287	accD	386415
A0Q808	reviewed	ACCA_FRATN	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA FTN_1508	Francisella tularensis subsp. novicida (strain U112)	315	accA	401614
A0RI42	reviewed	MTNW_BACAH	2,3-diketo-5-methylthiopentyl-1-phosphate enolase (DK-MTP-1-P enolase) (EC 5.3.2.5) (RuBisCO-like protein) (RLP)	mtnW BALH_3653	Bacillus thuringiensis (strain Al Hakam)	414	mtnW	412694
