PROTID	GENEID	PROTLEN	cGFP_C1_6h_BioID_1_SPC	cGFP_C1_6h_BioID_2_SPC	cGFP_C1_6h_BioID_3_SPC	cGFP_C2_6h_BioID_1_SPC	cGFP_C2_6h_BioID_2_SPC	cGFP_C2_6h_BioID_3_SPC	cGFP_C3_6h_BioID_1_SPC	cGFP_C3_6h_BioID_2_SPC	cGFP_C3_6h_BioID_3_SPC	cGFP_C4_6h_BioID_1_SPC	cGFP_C4_6h_BioID_2_SPC	cGFP_C4_6h_BioID_3_SPC	cGFP_C5_6h_BioID_1_SPC	cGFP_C5_6h_BioID_2_SPC	cGFP_C5_6h_BioID_3_SPC	cGFP_N1_6h_BioID_1_SPC	cGFP_N1_6h_BioID_2_SPC	cGFP_N1_6h_BioID_3_SPC	cGFP_N2_6h_BioID_1_SPC	cGFP_N2_6h_BioID_2_SPC	cGFP_N2_6h_BioID_3_SPC	cGFP_N3_6h_BioID_1_SPC	cGFP_N3_6h_BioID_2_SPC	cGFP_N3_6h_BioID_3_SPC	cGFP_N4_6h_BioID_1_SPC	cGFP_N4_6h_BioID_2_SPC	cGFP_N4_6h_BioID_3_SPC
P10071	GLI3	1580	0	1	0	0	0	0	0	1	0	2	2	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
P10114	RAP2A	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
P10155	RO60	538	4	3	3	5	4	3	3	1	3	3	4	1	2	2	3	4	5	3	1	2	2	5	1	5	4	1	1
P10244	MYBL2	700	5	8	10	11	13	4	11	7	15	8	12	7	4	10	5	18	17	18	25	14	12	11	14	11	25	22	20
P10398	ARAF	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	1
P10412	H1-4	219	12	11	8	19	14	10	19	10	17	15	14	13	11	11	15	21	21	24	37	41	36	37	32	30	27	23	26
P10515	DLAT	647	0	0	0	0	1	0	0	0	1	2	2	0	0	1	0	8	4	10	8	7	9	19	15	16	21	15	18
P10599	TXN	105	5	5	6	4	7	4	2	3	5	4	8	2	2	5	4	6	8	5	4	5	3	5	8	7	9	5	8
P10606	COX5B	129	0	0	0	0	1	1	1	0	0	0	5	0	0	0	1	4	1	5	0	3	1	1	1	5	5	7	4
P10619	CTSA	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0
P10620	MGST1	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
P10636	MAPT	758	1	0	1	1	0	1	1	1	1	1	1	2	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0
P10644	PRKAR1A	381	14	7	8	6	6	9	9	9	7	12	8	13	10	9	11	14	13	15	15	11	15	12	12	14	11	10	7
P10768	ESD	282	2	3	3	3	2	4	2	3	3	2	13	4	4	3	2	1	0	1	1	0	0	0	0	1	5	1	3
P10809	HSPD1	573	23	26	27	20	23	33	28	26	28	54	110	55	49	48	46	90	74	82	77	58	64	46	64	98	102	89	73
P11021	HSPA5	654	59	78	68	62	63	71	73	65	74	63	68	75	76	61	75	94	88	93	88	85	88	104	106	113	109	126	108
P11047	LAMC1	1609	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	2	2
P11142	HSPA8	646	150	150	166	154	156	166	147	155	152	172	171	193	187	176	200	180	207	195	208	196	211	233	249	217	224	250	255
P11166	SLC2A1	492	3	2	2	2	3	4	2	3	3	2	1	1	2	0	3	4	2	5	5	4	5	3	3	1	4	3	5
P11171	EPB41	864	26	31	28	9	9	47	34	44	40	41	26	29	30	31	36	18	21	15	7	13	9	8	7	6	8	9	11
P11172	UMPS	480	2	1	2	0	0	2	2	1	2	1	4	1	2	3	2	2	1	2	0	3	1	1	2	5	6	4	2
P11177	PDHB	359	0	0	0	0	0	0	0	0	0	1	3	2	2	1	1	4	2	3	4	1	3	8	9	11	13	9	9
P11182	DBT	482	22	25	24	31	27	23	25	23	24	63	44	58	60	43	54	153	125	150	178	195	188	222	243	229	207	217	235
P11216	PYGB	843	15	18	14	11	11	14	14	17	19	15	15	13	16	13	18	15	9	7	7	8	12	8	5	8	8	4	5
P11233	RALA	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	2
P11234	RALB	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
P11274	BCR	1271	12	14	11	6	5	17	13	13	11	17	15	22	18	16	20	12	10	12	3	4	4	2	8	3	1	3	7
P11279	LAMP1	417	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	1	3	2	2	3	2	1	1	2	1
P11310	ACADM	421	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	8	1	0
P11362	FGFR1	822	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P11387	TOP1	765	2	1	2	2	2	1	2	1	3	1	2	1	2	0	0	7	7	7	12	4	8	4	7	11	7	7	5
P11388	TOP2A	1531	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
P11413	G6PD	515	11	10	10	3	1	9	3	7	6	9	10	4	8	7	9	7	2	2	1	0	0	0	0	0	6	1	1
P11441	UBL4A	157	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	1	1	5	4	3	5	3	5
P11498	PC	1178	75	77	80	91	93	81	94	93	102	93	73	89	87	95	102	269	288	303	356	331	356	356	358	334	309	333	346
P11532	DMD	3685	0	0	1	0	0	0	1	4	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
P11586	MTHFD1	935	11	11	15	2	4	12	6	8	9	16	21	15	21	17	19	29	31	11	15	14	18	17	16	22	25	22	13
P11717	IGF2R	2491	28	24	28	11	11	34	27	30	34	23	12	16	26	20	16	49	49	54	50	46	45	34	34	23	19	15	18
P11766	ADH5	374	2	2	3	1	0	3	4	1	1	3	6	3	4	3	5	4	2	1	0	0	0	2	2	1	5	5	6
P11802	CDK4	303	0	1	0	0	0	0	1	0	0	3	3	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
P11908	PRPS2	318	0	0	0	0	0	0	0	0	1	2	2	1	2	2	1	1	0	0	1	0	0	0	0	5	5	2	2
P11940	PABPC1	636	13	14	15	14	12	12	11	12	9	12	14	11	13	15	11	20	24	15	18	22	26	21	24	20	23	19	22
P12004	PCNA	261	0	0	0	0	0	0	0	0	1	0	3	1	1	0	0	4	3	5	3	5	3	8	5	7	14	8	8
P12074	COX6A1	109	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	1	2	1	1	0	1	1	0	0	1	1	1
P12081	HARS1	509	13	14	14	10	7	9	10	12	10	15	14	17	16	16	17	11	6	11	7	8	9	11	11	14	16	11	18
P12235	SLC25A4	298	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	3	5	2	6	4	5	7	9	11	7	9	6
P12236	SLC25A6	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	6	2	4	2	2	3
P12268	IMPDH2	514	5	2	3	0	1	2	3	2	1	8	18	5	5	3	4	3	2	1	2	2	2	8	8	9	16	8	7
P12270	TPR	2363	8	7	6	21	15	6	21	8	16	15	26	14	8	10	8	17	7	13	19	13	16	46	40	44	49	46	48
P12273	PIP	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	1	2	1	0	0	0
P12277	CKB	381	17	14	13	12	10	18	14	13	18	17	56	29	25	18	20	27	18	15	11	7	9	16	15	25	46	27	32
P12532	CKMT1A	417	0	0	1	0	0	0	0	0	0	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	4	1	1
P12694	BCKDHA	445	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	7	7	12	5	6	9	7	6	10	11	9	8
P12755	SKI	728	0	1	0	4	3	1	4	1	3	0	0	0	0	0	0	1	4	1	1	0	2	0	0	0	0	1	0
P12814	ACTN1	892	1	2	1	0	0	1	4	1	1	1	1	3	3	1	1	2	1	1	0	0	2	2	3	4	6	3	4
P12931	SRC	536	1	2	1	0	0	9	5	9	8	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
P12955	PEPD	493	10	9	8	7	9	8	8	10	9	14	16	10	11	15	13	3	4	3	2	0	2	2	4	3	5	2	3
P12956	XRCC6	609	51	54	50	66	69	44	62	43	72	43	42	42	41	37	41	55	47	54	72	75	71	35	38	33	46	40	36
P13010	XRCC5	732	28	33	31	47	52	27	45	31	58	32	40	33	29	24	34	46	49	55	65	68	68	24	25	29	36	38	25
P13051	UNG	313	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P13056	NR2C1	603	1	0	1	1	1	0	2	0	1	1	0	0	1	1	1	2	5	1	1	2	1	0	0	0	0	0	0
P13073	COX4I1	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	2	3	4	1
P13473	LAMP2	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	3	3	2	0	0	5	1	1	4
P13489	RNH1	461	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P13498	CYBA	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
P13591	NCAM1	858	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P13612	ITGA4	1032	0	0	0	0	0	11	7	9	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P13639	EEF2	858	61	57	57	35	26	56	45	52	59	75	110	80	86	79	82	64	68	54	60	46	52	55	70	78	101	74	76
P13645	KRT10	584	18	14	12	11	9	12	12	6	15	24	12	13	14	15	24	91	68	56	174	103	102	60	123	114	115	73	79
P13646	KRT13	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	12	0	0	0	0
P13647	KRT5	590	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	9	8	5	30	11	15	6	22	17	13	6	13
P13667	PDIA4	645	0	0	0	0	1	0	1	0	0	0	26	0	0	0	0	5	0	2	0	0	0	4	2	8	32	5	16
P13674	P4HA1	534	2	3	3	5	7	2	3	1	4	6	5	8	2	4	4	10	10	9	5	7	7	8	11	9	6	6	9
P13693	TPT1	172	0	1	1	0	0	0	2	0	2	2	2	2	2	1	1	2	2	3	2	0	1	0	1	2	2	3	5
P13796	LCP1	627	12	13	12	11	12	14	9	8	13	17	17	18	22	24	17	14	12	12	11	7	8	12	8	11	18	14	14
P13797	PLS3	630	40	45	44	20	20	55	31	35	33	44	41	45	48	45	47	23	17	21	17	15	13	18	20	19	27	27	20
P13804	ETFA	333	1	3	0	0	0	4	2	0	0	4	16	10	7	4	6	11	9	7	10	9	7	8	5	18	19	10	17
P13807	GYS1	737	9	6	12	4	7	11	7	10	10	13	10	9	10	9	10	8	4	8	2	6	6	7	12	9	12	14	12
P13861	PRKAR2A	404	20	25	28	15	12	29	22	24	21	30	27	31	33	28	32	12	13	11	16	11	15	16	16	13	20	14	13
P13929	ENO3	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
P13984	GTF2F2	249	28	27	30	41	50	25	35	24	39	15	12	16	13	13	16	15	13	17	12	12	12	6	7	6	12	11	11
P13987	CD59	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
P13994	YJU2B	396	4	6	8	6	2	4	4	6	3	4	2	8	2	3	4	3	2	3	4	3	4	1	1	1	0	1	1
P13995	MTHFD2	350	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	4	2	2	1	1	4	2	6	7	4	4
P14174	MIF	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
P14314	PRKCSH	528	0	0	0	0	0	0	0	0	0	2	5	1	1	1	3	4	1	2	2	1	2	4	5	11	17	12	10
P14324	FDPS	419	3	5	4	2	3	4	3	3	4	6	3	4	3	6	4	4	1	1	0	1	3	2	1	0	2	2	1
P14373	TRIM27	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
P14406	COX7A2	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	1	2	1	2	2	2	1	3
P14550	AKR1A1	325	3	3	3	1	1	2	1	3	1	2	3	2	1	3	1	3	1	0	0	0	0	0	0	0	0	0	0
P14618	PKM	531	25	24	26	18	17	28	17	24	19	26	73	28	35	28	31	40	28	24	32	24	34	40	46	55	76	49	53
P14625	HSP90B1	803	7	8	6	5	6	8	13	11	17	15	41	14	19	12	16	38	27	28	27	21	24	24	27	32	59	44	37
P14635	CCNB1	433	7	5	7	3	2	5	5	6	5	5	8	8	7	7	6	4	3	6	5	3	3	1	3	2	4	4	5
P14649	MYL6B	208	2	0	0	2	1	2	1	1	1	0	2	0	1	3	2	0	0	0	1	0	0	0	0	1	0	0	0
P14678	SNRPB	240	3	5	6	5	5	6	7	5	7	4	6	5	4	3	4	2	2	2	2	4	3	2	3	2	3	4	3
P14735	IDE	1019	7	6	9	1	0	8	1	3	0	3	10	0	2	3	2	7	9	11	1	2	4	5	2	6	7	4	2
P14854	COX6B1	86	4	3	3	2	1	3	3	4	3	1	2	1	4	1	2	5	4	3	3	3	3	6	4	5	4	6	7
P14859	POU2F1	743	0	0	0	3	3	0	1	0	1	0	0	0	0	0	0	1	4	3	0	0	1	0	2	1	1	1	2
P14866	HNRNPL	589	2	4	2	8	7	1	8	3	7	3	13	6	6	6	5	19	7	15	11	16	21	15	17	18	26	22	20
P14868	DARS1	501	11	11	11	10	12	12	12	14	14	12	17	16	17	12	20	19	22	21	24	21	19	25	30	33	30	34	30
P14923	JUP	745	11	9	8	3	2	22	14	29	19	9	12	9	7	9	9	23	20	16	33	18	22	10	15	18	13	11	5
P14927	UQCRB	111	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	3	1	1	1	2	0	4	5	4	2
P15056	BRAF	766	3	3	6	0	0	4	1	7	2	5	4	8	3	6	8	4	5	4	3	4	2	2	1	2	0	2	0
P15104	GLUL	373	1	1	2	1	2	1	3	4	1	1	3	2	1	1	1	0	0	2	1	0	0	0	0	0	1	0	0
P15121	AKR1B1	316	0	0	0	0	0	1	0	1	0	3	16	8	3	3	4	4	0	0	0	0	1	0	0	2	6	1	3
P15170	GSPT1	499	7	7	7	0	0	6	3	6	7	4	4	6	6	9	5	4	3	4	0	0	0	0	0	0	1	1	0
P15311	EZR	586	28	36	34	18	15	36	33	35	26	40	33	37	45	41	46	35	34	30	25	27	27	22	25	34	33	24	23
P15374	UCHL3	230	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15531	NME1	152	9	15	11	7	6	13	11	7	16	16	24	15	12	13	15	15	16	11	12	9	14	8	11	15	20	15	11
P15586	GNS	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	2	1	0	1	2	0	1
P15622	ZNF250	560	1	3	3	7	6	2	7	4	2	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P15735	PHKG2	406	5	5	4	2	4	3	4	4	4	4	1	2	5	3	3	1	3	2	1	0	0	0	0	1	0	2	0
P15822	HIVEP1	2718	1	1	2	1	3	0	1	0	0	1	0	0	1	1	0	2	3	4	6	3	6	1	3	0	0	0	2
P15880	RPS2	293	31	24	31	23	21	33	28	28	27	39	31	32	44	38	37	26	35	34	34	37	36	32	30	37	33	34	33
P15882	CHN1	459	3	2	2	1	2	7	4	9	7	2	2	1	2	1	2	0	1	0	0	1	1	0	0	0	0	0	0
P15924	DSP	2871	55	53	50	16	19	43	26	47	30	76	59	67	82	84	81	65	61	59	63	44	41	48	53	55	52	49	39
P15927	RPA2	270	15	10	10	14	19	12	14	9	18	8	7	6	9	7	7	14	16	15	18	20	18	9	11	9	11	8	6
P16050	ALOX15	662	0	1	0	0	1	2	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
P16104	H2AX	143	1	2	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	2	1	0	1	1	0	1	0	1	0
P16152	CBR1	277	6	7	8	3	8	4	7	11	4	4	5	3	3	6	4	9	9	6	6	6	5	16	8	11	16	14	11
P16157	ANK1	1881	31	36	39	14	12	29	15	27	18	24	18	11	25	23	22	6	2	3	0	0	0	0	0	0	0	0	0
P16220	CREB1	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
P16278	GLB1	677	0	0	0	0	0	1	1	2	0	1	0	1	0	2	2	0	1	1	0	0	0	1	0	1	1	0	1
P16333	NCK1	377	2	3	3	0	0	4	3	4	5	2	3	0	3	3	2	3	1	0	0	1	0	1	0	0	1	0	0
P16383	GCFC2	781	37	42	35	44	51	49	52	33	44	51	45	57	55	47	55	27	40	35	27	28	31	23	22	23	21	26	26
P16402	H1-3	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	4	5	3	3	1	3	1	3
P16403	H1-2	213	3	4	2	4	6	1	4	2	5	5	5	4	5	1	3	6	4	6	11	12	14	9	14	12	12	11	7
P16422	EPCAM	314	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	1	2	1	3	2	3	2	4	3	5	3
P16435	POR	677	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16455	MGMT	207	4	4	2	2	2	4	2	3	4	1	1	1	4	3	2	1	1	3	2	1	1	0	0	0	2	0	0
P16615	ATP2A2	1042	13	16	18	17	15	16	25	19	28	17	20	18	17	15	17	57	53	57	60	61	70	45	54	56	49	54	44
P16885	PLCG2	1265	11	7	7	1	0	8	7	4	8	7	6	6	10	9	7	4	4	4	1	4	1	2	1	2	1	2	1
P16949	STMN1	149	10	10	10	8	6	12	11	7	9	9	11	14	13	11	13	6	6	9	6	4	5	5	6	7	17	8	7
P16989	YBX3	372	3	3	3	5	5	4	5	4	6	3	5	4	5	4	5	16	13	14	19	16	19	18	12	11	16	14	13
P17019	ZNF708	563	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17028	ZNF24	368	5	4	5	12	10	4	8	5	7	2	0	3	4	1	1	3	2	1	1	1	1	0	0	0	0	0	0
P17029	ZKSCAN1	563	1	5	3	6	2	1	4	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0
P17066	HSPA6	643	1	1	0	1	1	2	1	1	1	2	1	1	4	2	1	0	2	1	2	2	7	4	5	3	12	9	4
P17096	HMGA1	107	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17098	ZNF8	575	0	0	0	4	5	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17252	PRKCA	672	0	0	2	0	0	2	0	1	1	5	3	1	2	5	5	0	0	0	0	0	0	0	0	0	0	0	0
P17301	ITGA2	1181	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0
P17480	UBTF	764	36	50	47	47	48	43	38	39	51	49	38	41	40	38	38	37	43	39	38	39	45	30	35	25	25	25	29
P17482	HOXB9	250	2	2	1	4	5	3	7	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17509	HOXB6	224	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
P17544	ATF7	483	3	1	1	6	6	2	2	2	2	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17612	PRKACA	351	14	15	12	4	5	19	10	10	8	15	16	15	18	21	14	15	7	10	9	13	9	14	9	11	8	14	12
P17655	CAPN2	700	35	36	38	12	9	30	19	28	20	42	36	41	29	35	39	7	7	1	1	0	2	2	3	2	7	4	6
P17812	CTPS1	591	29	22	24	15	13	28	20	27	26	22	22	23	28	39	30	25	19	20	20	22	28	14	14	14	18	17	16
P17844	DDX5	614	19	12	20	19	22	17	18	11	19	19	22	26	15	6	8	22	25	23	34	36	40	33	36	37	31	18	31
P17858	PFKL	780	10	8	8	2	2	8	6	7	5	3	11	2	6	3	4	11	7	6	5	1	2	2	3	3	14	11	7
P17980	PSMC3	439	19	12	15	18	22	14	15	11	21	25	25	22	23	19	24	19	15	18	16	21	23	18	22	31	24	23	18
P17987	TCP1	556	103	100	110	71	81	122	91	105	94	188	156	159	172	138	159	129	141	145	158	139	158	168	178	169	145	162	170
P18031	PTPN1	435	2	2	4	1	1	4	1	2	2	2	1	1	3	2	2	6	4	4	1	1	1	2	0	3	4	7	1
P18074	ERCC2	760	0	1	2	6	5	0	5	0	3	1	0	1	0	1	0	1	2	6	1	1	1	3	2	3	5	2	2
P18077	RPL35A	110	1	1	0	1	1	0	1	3	1	1	1	1	2	0	0	3	3	3	4	2	6	15	9	10	8	8	6
P18085	ARF4	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	6	6	8	6	9	12	8	11	10
P18124	RPL7	248	10	8	9	27	18	11	27	8	22	19	25	14	19	11	13	38	35	37	36	33	33	35	43	40	36	39	35
P18206	VCL	1134	2	2	4	0	0	4	1	2	2	4	5	4	3	4	3	3	2	1	2	0	1	2	1	1	9	2	3
P18433	PTPRA	802	0	0	0	0	0	14	3	15	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P18583	SON	2426	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	1	1	0	6	2	2	3	8	5	1	1	1
P18615	NELFE	380	3	2	2	4	6	5	7	3	5	3	1	3	6	3	3	3	3	3	3	5	5	2	5	1	3	2	1
P18621	RPL17	184	21	25	23	32	29	25	32	22	42	31	37	31	30	22	26	32	43	38	35	37	41	36	39	32	31	30	34
P18669	PGAM1	254	57	66	62	47	51	62	52	56	68	62	59	51	62	48	56	30	33	24	23	20	21	18	19	24	26	20	23
P18754	RCC1	421	4	5	6	9	8	5	12	5	10	6	5	3	5	4	5	7	3	6	1	1	2	1	0	3	6	3	3
P18850	ATF6	670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
P18858	LIG1	919	5	2	7	15	17	2	10	1	5	1	5	0	0	1	1	4	0	3	0	0	0	0	1	1	1	3	0
P18859	ATP5PF	108	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3	4	1	2	3	1	0	2	4	3	4
P18887	XRCC1	633	10	9	8	18	21	10	15	10	11	9	9	7	8	8	8	8	6	6	8	9	7	2	1	1	2	1	2
P19012	KRT15	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0
P19013	KRT4	520	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	1	5	2	8	0	0	0	0
P19022	CDH2	906	1	0	1	0	0	3	2	3	1	0	0	0	1	1	0	2	1	4	3	2	5	4	3	4	8	6	5
P19174	PLCG1	1290	1	1	3	0	0	1	0	0	0	1	3	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0
P19338	NCL	710	18	19	18	32	31	13	25	20	29	31	34	29	25	21	32	46	50	45	55	59	60	78	79	74	69	70	66
P19367	HK1	917	7	8	8	4	5	7	5	7	6	12	8	7	8	9	7	8	3	7	4	1	2	4	1	3	14	10	10
P19387	POLR2C	275	6	4	5	7	7	7	8	5	7	6	8	6	7	5	9	17	17	13	15	14	9	10	9	8	6	10	11
P19388	POLR2E	210	7	9	7	9	8	10	12	10	9	12	12	12	13	11	8	11	17	14	12	9	17	11	15	11	7	10	12
P19404	NDUFV2	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	4	3	0	1	2	1	3	2	1
P19447	ERCC3	782	2	5	7	17	12	4	11	3	6	1	2	1	0	1	0	4	6	5	5	5	3	2	0	0	1	2	2
P19474	TRIM21	475	1	0	1	1	0	2	2	1	2	1	4	2	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0
P19525	EIF2AK2	551	7	8	7	4	1	9	3	3	4	6	5	6	10	8	8	1	4	4	0	1	1	2	3	0	1	2	1
P19623	SRM	302	1	2	1	4	6	4	3	1	1	2	9	3	3	2	2	2	1	0	0	0	1	3	1	1	8	3	1
P19634	SLC9A1	815	0	0	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P19784	CSNK2A2	350	15	17	17	20	21	19	21	15	21	18	16	20	18	19	18	16	18	19	23	22	18	15	11	14	20	20	19
P19793	RXRA	462	0	2	1	6	4	2	5	0	7	3	1	4	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0
P19823	ITIH2	946	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	2	0	0	0	0	1	2	3	1	0
P19838	NFKB1	968	12	13	14	6	6	14	8	10	10	16	15	15	19	18	17	15	18	19	7	7	9	4	4	9	6	10	3
P20020	ATP2B1	1220	10	12	10	2	3	48	35	45	35	13	12	7	11	7	9	14	11	11	8	10	10	8	8	14	6	9	5
P20042	EIF2S2	333	16	26	18	14	10	14	14	19	12	18	22	19	21	19	20	15	15	16	6	7	4	7	6	7	6	5	6
P20073	ANXA7	488	0	1	0	0	0	1	1	1	5	1	1	2	2	1	0	0	0	0	1	0	0	1	3	2	1	1	1
P20226	TBP	339	2	2	1	6	3	2	3	3	6	3	2	2	2	1	3	2	6	4	3	6	4	4	6	2	4	5	3
P20248	CCNA2	432	2	2	3	12	5	6	7	3	7	3	2	3	1	1	1	0	1	0	0	0	0	0	1	1	1	0	1
P20290	BTF3	206	25	23	23	8	11	21	14	21	12	28	29	21	30	31	25	26	24	31	42	30	34	36	37	43	39	39	34
P20337	RAB3B	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	1	1	0	0	0	1
P20339	RAB5A	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	1	1	1	1	1	0	0	2
P20340	RAB6A	208	1	3	3	1	2	1	2	1	1	0	1	0	0	0	0	1	0	0	1	0	2	2	1	2	1	2	3
P20585	MSH3	1137	11	9	6	19	16	6	16	12	15	2	6	3	2	5	1	4	6	4	8	5	9	3	2	3	2	4	4
P20618	PSMB1	241	3	3	1	3	2	1	2	3	3	2	1	1	3	3	2	0	0	0	3	0	2	4	3	5	9	7	7
P20645	M6PR	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0
P20648	ATP4A	1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
P20674	COX5A	150	0	0	0	0	0	0	0	0	0	3	7	4	2	0	1	5	6	4	3	3	5	5	2	5	5	5	3
P20700	LMNB1	586	0	0	1	2	1	1	1	1	1	1	4	1	0	2	0	6	1	1	7	3	3	5	7	3	4	5	5
P20719	HOXA5	270	0	0	0	3	3	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P20810	CAST	708	21	22	22	13	12	20	20	22	22	32	27	29	26	28	31	18	11	20	12	11	13	11	16	12	13	13	13
