Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 Spectral Count	15538_DMP_AP2_GFP_3N_2_S1_B11_1 Spectral Count	15539_DMP_AP2_GFP_3N_3_S1_B12_1 Spectral Count	15537_DMP_AP2_GFP_3N_1_S1_B10_1 Spectral Count	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 Spectral Count	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 Spectral Count	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 Spectral Count	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 Spectral Count	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 Spectral Count	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 Spectral Count	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 Spectral Count	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 Spectral Count	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 Spectral Count	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 Spectral Count	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 Spectral Count	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 Spectral Count	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 Spectral Count	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 Spectral Count	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 Unique Spectral Count	15538_DMP_AP2_GFP_3N_2_S1_B11_1 Unique Spectral Count	15539_DMP_AP2_GFP_3N_3_S1_B12_1 Unique Spectral Count	15537_DMP_AP2_GFP_3N_1_S1_B10_1 Unique Spectral Count	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 Unique Spectral Count	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 Unique Spectral Count	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 Unique Spectral Count	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 Unique Spectral Count	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 Unique Spectral Count	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 Unique Spectral Count	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 Unique Spectral Count	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 Unique Spectral Count	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 Unique Spectral Count	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 Unique Spectral Count	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 Unique Spectral Count	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 Unique Spectral Count	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 Unique Spectral Count	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 Unique Spectral Count	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 Total Spectral Count	15538_DMP_AP2_GFP_3N_2_S1_B11_1 Total Spectral Count	15539_DMP_AP2_GFP_3N_3_S1_B12_1 Total Spectral Count	15537_DMP_AP2_GFP_3N_1_S1_B10_1 Total Spectral Count	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 Total Spectral Count	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 Total Spectral Count	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 Total Spectral Count	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 Total Spectral Count	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 Total Spectral Count	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 Total Spectral Count	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 Total Spectral Count	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 Total Spectral Count	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 Total Spectral Count	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 Total Spectral Count	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 Total Spectral Count	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 Total Spectral Count	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 Total Spectral Count	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 Total Spectral Count	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 Intensity	15538_DMP_AP2_GFP_3N_2_S1_B11_1 Intensity	15539_DMP_AP2_GFP_3N_3_S1_B12_1 Intensity	15537_DMP_AP2_GFP_3N_1_S1_B10_1 Intensity	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 Intensity	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 Intensity	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 Intensity	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 Intensity	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 Intensity	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 Intensity	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 Intensity	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 Intensity	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 Intensity	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 Intensity	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 Intensity	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 Intensity	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 Intensity	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 Intensity	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 MaxLFQ Intensity	15538_DMP_AP2_GFP_3N_2_S1_B11_1 MaxLFQ Intensity	15539_DMP_AP2_GFP_3N_3_S1_B12_1 MaxLFQ Intensity	15537_DMP_AP2_GFP_3N_1_S1_B10_1 MaxLFQ Intensity	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 MaxLFQ Intensity	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 MaxLFQ Intensity	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 MaxLFQ Intensity	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 MaxLFQ Intensity	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 MaxLFQ Intensity	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 MaxLFQ Intensity	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 MaxLFQ Intensity	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 MaxLFQ Intensity	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 MaxLFQ Intensity	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 MaxLFQ Intensity	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 MaxLFQ Intensity	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 MaxLFQ Intensity	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 MaxLFQ Intensity	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 MaxLFQ Intensity	Indistinguishable Proteins
sp|P48668|K2C6C_HUMAN	P48668	K2C6C_HUMAN	KRT6C	564	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 6C 	1.0	0.999	3	11	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	6692.2905	8340.503	0.0	12198.929	0.0	11037.059	9507.578	10941.093	0.0	6192.4155	0.0	26797.312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15124.293	
sp|Q96JC9|EAF1_HUMAN	Q96JC9	EAF1_HUMAN	EAF1	268	Homo sapiens	1:Experimental evidence at protein level	ELL-associated factor 1 	1.0	0.999	3	5	5	5	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	31225.633	22096.188	20383.953	33273.44	16569.299	0.0	22887.309	9349.257	9545.688	10993.994	0.0	0.0	14743.43	26150.518	12535.697	8754.09	30733.152	0.0	17213.092	0.0	0.0	17581.736	0.0	0.0	11867.596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P30953|OR1E1_HUMAN	P30953	OR1E1_HUMAN	OR1E1	314	Homo sapiens	1:Experimental evidence at protein level	Olfactory receptor 1E1 	1.0	0.999	5	46	46	46	1	1	1	0	0	5	4	1	1	2	0	3	0	0	0	1	0	0	1	1	1	0	0	5	4	1	1	2	0	3	0	0	0	1	0	0	1	1	1	0	0	5	4	1	1	2	0	3	0	0	0	1	0	0	51217.855	25163.562	39143.67	52555.938	35601.598	55112.473	45991.508	49495.984	49553.098	39400.938	33505.547	53781.223	34243.055	0.0	10624.484	53074.004	17713.422	25886.033	17637.133	18366.72	15351.725	20926.064	19660.297	18603.96	17908.85	19297.86	16282.921	13651.6045	18512.082	18026.445	15474.302	0.0	0.0	28418.295	0.0	0.0	
sp|Q16555|DPYL2_HUMAN	Q16555	DPYL2_HUMAN	DPYSL2	572	Homo sapiens	1:Experimental evidence at protein level	Dihydropyrimidinase-related protein 2 	1.0	0.999	23	188	188	188	3	7	5	3	5	6	7	7	13	11	10	15	30	15	28	2	0	0	3	7	5	3	5	6	7	7	13	11	10	15	30	15	28	2	0	0	3	7	5	3	5	6	7	7	13	11	10	15	30	15	28	2	0	0	157796.47	177177.55	96747.4	68695.46	162876.47	179425.47	255648.2	228193.73	224539.17	225532.1	211821.28	298693.03	630499.1	466913.25	608941.3	92822.65	25184.855	66739.9	28421.201	27806.82	23459.64	21079.957	26536.672	29787.074	34873.992	36088.14	38608.918	38985.066	34002.82	42673.63	53463.984	41413.9	56534.676	25488.492	18627.006	25060.75	
sp|Q96CM4|NXNL1_HUMAN	Q96CM4	NXNL1_HUMAN	NXNL1	212	Homo sapiens	1:Experimental evidence at protein level	Nucleoredoxin-like protein 1 	0.9318	0.9989	1	4	4	4	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	7607.4707	0.0	7842.7188	10339.407	7566.0137	7893.1636	8829.359	9121.481	0.0	9865.686	8874.699	12219.532	17909.127	0.0	18331.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6ICI0|LHPL7_HUMAN	Q6ICI0	LHPL7_HUMAN	LHFPL7	200	Homo sapiens	1:Experimental evidence at protein level	LHFPL tetraspan subfamily member 7 protein 	1.0	0.999	12	41	41	41	0	0	0	0	0	0	0	0	0	3	2	3	13	8	12	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	13	8	12	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	13	8	12	0	0	0	8097.1245	0.0	18087.133	32895.477	18850.777	28111.11	34831.93	30846.074	34706.082	43947.504	54278.633	53998.062	352528.28	316707.56	388813.7	0.0	0.0	0.0	0.0	0.0	10829.33	19862.557	0.0	16755.018	21035.121	18419.018	17547.314	23091.771	26215.865	27350.865	75600.74	66066.01	86914.195	0.0	0.0	0.0	
sp|Q494R0|FBAS1_HUMAN	Q494R0	FBAS1_HUMAN	FBXL19-AS1	122	Homo sapiens	1:Experimental evidence at protein level	Putative uncharacterized protein FBXL19-AS1 	0.9935	0.999	2	2	2	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	7866.8315	0.0	0.0	0.0	0.0	0.0	0.0	6684.9746	0.0	0.0	0.0	5539.1553	8923.539	6302.5967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96SE7|ZN347_HUMAN	Q96SE7	ZN347_HUMAN	ZNF347	839	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 347 	1.0	0.999	10	61	61	61	0	0	1	0	2	0	1	1	2	4	2	3	5	0	0	0	1	0	0	0	1	0	2	0	1	1	2	4	2	3	5	0	0	0	1	0	0	0	1	0	2	0	1	1	2	4	2	3	5	0	0	0	1	0	17585.752	0.0	22855.918	18982.082	23686.588	21385.889	22884.129	33899.688	39870.63	40651.246	23188.75	26895.781	68470.89	12585.462	12831.551	25978.393	32938.11	16965.666	0.0	0.0	15934.94	11327.475	16925.38	15539.201	16417.316	16276.695	19637.354	19905.264	16639.475	19834.514	17870.26	0.0	0.0	0.0	22185.293	0.0	
sp|Q5VZR2|NTM2G_HUMAN	Q5VZR2	NTM2G_HUMAN	NUTM2G	741	Homo sapiens	1:Experimental evidence at protein level	NUT family member 2G 	1.0	0.999	6	33	33	33	0	0	5	0	0	0	0	0	0	0	3	0	2	1	6	0	0	3	0	0	5	0	0	0	0	0	0	0	3	0	2	1	6	0	0	3	0	0	5	0	0	0	0	0	0	0	3	0	2	1	6	0	0	3	23647.164	24400.246	60298.29	28408.852	25867.588	0.0	33415.633	8217.902	5525.8477	4145.595	27847.377	0.0	23085.951	41889.465	112994.78	12213.938	31705.512	38351.04	11273.397	0.0	29080.508	15118.604	11516.49	0.0	15381.212	0.0	0.0	0.0	12617.313	0.0	0.0	0.0	52241.246	0.0	0.0	0.0	
sp|Q3KR16|PKHG6_HUMAN	Q3KR16	PKHG6_HUMAN	PLEKHG6	790	Homo sapiens	1:Experimental evidence at protein level	Pleckstrin homology domain-containing family G member 6 	1.0	0.999	12	127	127	163	6	2	4	5	4	2	4	6	5	7	16	17	14	19	16	0	0	0	6	2	4	5	4	2	4	6	5	7	16	17	14	19	16	0	0	0	11	2	7	8	5	4	7	9	8	10	17	18	16	21	20	0	0	0	216580.38	167872.47	131240.81	149531.95	154562.1	146122.84	129862.35	168181.23	107025.75	105401.125	216826.2	216140.61	383421.75	455524.6	472294.44	0.0	0.0	0.0	46249.88	46956.81	35886.145	40400.76	35814.42	33885.53	38491.453	43752.96	36984.977	41119.426	46948.67	46679.883	82135.23	93560.5	97297.164	0.0	0.0	0.0	
sp|Q96JM7|LMBL3_HUMAN	Q96JM7	LMBL3_HUMAN	L3MBTL3	780	Homo sapiens	1:Experimental evidence at protein level	Lethal(3)malignant brain tumor-like protein 3 	0.9999	0.999	4	7	7	14	0	0	1	0	0	0	0	0	1	0	1	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	3	0	1	0	0	0	0	1	1	0	0	0	0	0	2	0	2	0	5	1	1	0	0	1	6309.1694	8704.569	10880.512	0.0	0.0	0.0	11483.961	0.0	10248.263	12152.924	10454.926	11546.018	75500.58	0.0	16808.486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24252.799	0.0	18456.582	0.0	0.0	0.0	
sp|Q96G01|BICD1_HUMAN	Q96G01	BICD1_HUMAN	BICD1	975	Homo sapiens	1:Experimental evidence at protein level	Protein bicaudal D homolog 1 	1.0	0.999	11	82	82	82	2	0	2	8	6	4	4	4	3	3	1	4	9	8	11	2	0	0	2	0	2	8	6	4	4	4	3	3	1	4	9	8	11	2	0	0	2	0	2	8	6	4	4	4	3	3	1	4	9	8	11	2	0	0	71521.31	36591.83	95775.17	179568.34	122185.49	112311.9	107274.734	95785.586	73044.36	96523.15	99902.03	115083.47	355724.62	314609.53	281247.06	103770.95	0.0	52220.938	30896.65	30208.973	29012.629	42150.67	31640.96	30068.914	27294.79	28925.385	22665.44	22419.822	24479.836	33139.49	61363.777	67181.57	56613.56	44280.613	0.0	21602.46	
sp|P04437|TVA29_HUMAN	P04437	TVA29_HUMAN	TRAV29DV5	119	Homo sapiens	1:Experimental evidence at protein level	T cell receptor alpha variable 29/delta variable 5 	1.0	0.999	9	128	128	128	7	4	10	7	7	8	9	11	7	5	10	10	4	2	6	0	0	4	7	4	10	7	7	8	9	11	7	5	10	10	4	2	6	0	0	4	7	4	10	7	7	8	9	11	7	5	10	10	4	2	6	0	0	4	201579.98	142684.61	143437.56	156997.81	148262.7	109970.055	163342.12	165286.19	108532.29	99023.47	114661.39	106474.13	93664.64	61039.98	93965.48	26634.945	55501.14	99023.78	35031.62	34130.78	31024.367	31518.44	28718.887	27920.621	30649.799	30568.658	27513.56	21939.324	28458.502	24575.018	18604.87	23835.033	19949.43	16703.645	24443.742	27195.043	
sp|P51815|ZN75D_HUMAN	P51815	ZN75D_HUMAN	ZNF75D	510	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 75D 	1.0	0.999	27	199	199	199	8	2	8	9	6	4	12	5	5	10	7	5	34	17	25	2	0	5	8	2	8	9	6	4	12	5	5	10	7	5	34	17	25	2	0	5	8	2	8	9	6	4	12	5	5	10	7	5	34	17	25	2	0	5	169222.69	105896.05	185883.22	185439.92	182161.03	146432.0	172405.02	144457.75	106371.266	119134.336	124682.67	127698.27	715995.7	473332.75	465052.7	102386.73	15889.709	147448.62	30459.188	32479.52	27940.78	28421.754	26829.488	27491.312	30521.14	27361.254	27636.24	28160.297	27534.828	31350.922	59258.598	49422.438	55756.508	30642.145	0.0	31434.047	
sp|Q86WW8|COA5_HUMAN	Q86WW8	COA5_HUMAN	COA5	74	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c oxidase assembly factor 5 	1.0	0.999	9	255	255	255	11	9	16	13	10	11	16	16	15	25	16	15	14	6	8	5	7	7	11	9	16	13	10	11	16	16	15	25	16	15	14	6	8	5	7	7	11	9	16	13	10	11	16	16	15	25	16	15	14	6	8	5	7	7	306565.88	345902.4	412116.78	438806.66	360484.44	313206.12	470961.88	478794.88	399876.94	379917.62	341493.16	339022.28	256449.45	184282.86	205035.67	150795.25	116868.266	212977.19	98562.94	110941.4	123777.56	126660.43	106392.77	88649.61	122535.63	136385.42	104355.664	102595.414	110590.38	102082.25	75194.02	71221.55	64743.41	64337.273	57881.48	96397.91	
sp|Q9NZN4|EHD2_HUMAN	Q9NZN4	EHD2_HUMAN	EHD2	543	Homo sapiens	1:Experimental evidence at protein level	EH domain-containing protein 2 	1.0	0.999	49	235	227	235	0	0	0	0	2	2	1	0	2	11	0	3	66	49	72	0	1	0	0	0	0	0	2	2	1	0	1	10	0	2	64	48	70	0	1	0	0	0	0	0	2	2	1	0	2	11	0	3	66	49	72	0	1	0	74330.47	41890.49	72251.64	58513.645	95000.78	104152.26	73613.75	71085.5	88679.41	129667.85	83247.71	158137.33	1381458.9	1234863.0	1657201.9	47674.875	31680.941	89009.5	45877.91	0.0	29701.55	31429.25	33040.58	33201.94	26098.965	27170.486	28576.385	39689.406	31855.967	35258.28	90477.75	96695.016	98362.19	30029.996	22283.893	47367.14	
sp|Q8NCU4|CC191_HUMAN	Q8NCU4	CC191_HUMAN	CCDC191	936	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 191 	0.9197	0.9987	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27506.727	0.0	0.0	0.0	32756.133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8ND83|SLAI1_HUMAN	Q8ND83	SLAI1_HUMAN	SLAIN1	568	Homo sapiens	1:Experimental evidence at protein level	SLAIN motif-containing protein 1 	0.9103	0.9986	1	2	2	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	6560.0625	0.0	0.0	10841.966	9351.772	9460.914	7284.2607	11911.069	0.0	10388.343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NZU7|CABP1_HUMAN	Q9NZU7	CABP1_HUMAN	CABP1	370	Homo sapiens	1:Experimental evidence at protein level	Calcium-binding protein 1 	1.0	0.999	13	86	86	86	2	0	0	5	2	6	1	1	5	6	4	3	5	0	1	1	0	1	2	0	0	5	2	6	1	1	5	6	4	3	5	0	1	1	0	1	2	0	0	5	2	6	1	1	5	6	4	3	5	0	1	1	0	1	38926.062	11161.06	31149.357	39558.14	40707.43	57254.79	47581.098	44459.945	47679.434	52603.582	38584.297	49425.14	79409.09	17856.574	34849.367	30333.227	22167.906	135879.78	19072.56	0.0	15050.872	18001.707	16534.22	20899.691	16941.223	16074.487	17678.438	20033.86	20595.63	19805.812	15448.079	12359.857	19960.477	20431.693	15854.222	15884.245	
sp|Q9NRF9|DPOE3_HUMAN	Q9NRF9	DPOE3_HUMAN	POLE3	147	Homo sapiens	1:Experimental evidence at protein level	DNA polymerase epsilon subunit 3 	1.0	0.999	9	33	33	34	0	0	3	1	3	0	1	3	3	3	6	2	4	0	0	0	0	2	0	0	3	1	3	0	1	3	3	3	6	2	4	0	0	0	0	2	0	0	3	1	3	0	1	3	4	3	6	2	4	0	0	0	0	2	115195.24	14543.667	37970.066	90620.22	78882.945	53027.52	55080.4	74909.67	50730.176	61104.344	93018.46	95891.78	54703.312	158509.47	29177.06	0.0	17169.873	37747.78	28193.79	0.0	23205.969	23561.318	25165.229	24107.838	29818.06	22876.543	23989.965	24553.41	27546.13	25597.996	33246.91	53827.67	23804.924	0.0	0.0	37175.59	
sp|Q96J94|PIWL1_HUMAN	Q96J94	PIWL1_HUMAN	PIWIL1	861	Homo sapiens	1:Experimental evidence at protein level	Piwi-like protein 1 	0.934	0.999	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	7576.709	7608.291	9643.78	10771.648	9468.412	10032.939	12169.165	12551.43	10353.716	11600.502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y651|SOX21_HUMAN	Q9Y651	SOX21_HUMAN	SOX21	276	Homo sapiens	1:Experimental evidence at protein level	Transcription factor SOX-21 	1.0	0.999	12	62	62	62	0	0	4	0	4	3	5	2	11	10	5	4	3	1	4	1	0	0	0	0	4	0	4	3	5	2	11	10	5	4	3	1	4	1	0	0	0	0	4	0	4	3	5	2	11	10	5	4	3	1	4	1	0	0	84112.55	47418.715	106383.4	102400.414	125876.38	139705.47	161608.55	150013.64	147672.92	169594.31	169555.33	179057.14	94229.25	88922.65	111099.68	28753.295	0.0	28061.14	24661.45	20898.828	33812.13	29047.045	27019.678	30741.545	33435.754	35261.11	32274.719	31035.426	34418.77	32025.791	31634.678	38410.97	40276.66	0.0	0.0	0.0	
sp|Q7L273|KCTD9_HUMAN	Q7L273	KCTD9_HUMAN	KCTD9	389	Homo sapiens	1:Experimental evidence at protein level	BTB/POZ domain-containing protein KCTD9 	1.0	0.999	10	118	118	118	3	2	7	0	4	3	7	3	7	3	6	6	9	2	4	1	0	8	3	2	7	0	4	3	7	3	7	3	6	6	9	2	4	1	0	8	3	2	7	0	4	3	7	3	7	3	6	6	9	2	4	1	0	8	143820.8	24031.246	85550.35	102208.82	137988.12	112565.43	130670.125	154246.95	221300.3	147636.23	179287.1	158773.36	195371.64	171470.19	171772.9	89216.2	55094.406	192191.12	48200.598	0.0	42178.906	47578.324	52983.29	54981.17	61891.793	58160.664	76964.69	56102.94	60819.652	60209.43	46744.047	55084.957	49599.453	48098.12	32237.451	53645.17	
sp|Q9UFC0|LRWD1_HUMAN	Q9UFC0	LRWD1_HUMAN	LRWD1	647	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich repeat and WD repeat-containing protein 1 	1.0	0.999	23	323	284	323	10	6	12	10	11	6	10	11	16	16	13	15	17	8	9	16	5	14	8	5	9	9	10	6	8	9	14	14	12	13	16	8	9	12	5	13	10	6	12	10	11	6	10	11	16	16	13	15	17	8	9	16	5	14	203697.7	214304.52	265461.53	135214.92	236421.81	231432.12	263780.16	288250.97	324463.62	304520.97	238829.86	278116.38	327445.66	300920.97	205693.42	245782.98	255626.42	354679.4	40660.97	43732.63	49237.902	39599.92	41722.992	45451.586	45300.434	48843.438	53400.176	51760.004	42170.574	45323.207	54213.56	51398.098	42445.18	58524.004	62503.926	57451.066	
sp|Q9BUJ2|HNRL1_HUMAN	Q9BUJ2	HNRL1_HUMAN	HNRNPUL1	856	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein U-like protein 1 	1.0	0.999	17	37	37	203	0	1	0	0	0	1	1	0	0	0	0	0	0	1	3	0	1	4	0	1	0	0	0	1	1	0	0	0	0	0	0	1	3	0	1	4	7	6	5	6	7	10	7	8	7	4	4	2	8	8	20	8	5	12	20134.668	12836.737	6619.0874	0.0	5476.904	10656.272	10242.46	0.0	8081.649	0.0	5522.113	3207.7085	9257.389	30298.305	112093.016	17460.809	0.0	122314.836	15585.791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9615.134	28206.428	40750.01	0.0	0.0	30876.447	
sp|Q8IUC0|KR131_HUMAN	Q8IUC0	KR131_HUMAN	KRTAP13-1	172	Homo sapiens	1:Experimental evidence at protein level	Keratin-associated protein 13-1 	1.0	0.999	4	15	7	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34411.285	32888.223	9234.625	0.0	0.0	23988.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19022.67	19120.61	0.0	0.0	0.0	0.0	
sp|Q9BUL9|RPP25_HUMAN	Q9BUL9	RPP25_HUMAN	RPP25	199	Homo sapiens	1:Experimental evidence at protein level	Ribonuclease P protein subunit p25 	0.935	0.999	1	35	35	35	1	2	1	3	1	2	1	1	1	1	3	3	2	1	1	1	1	1	1	2	1	3	1	2	1	1	1	1	3	3	2	1	1	1	1	1	1	2	1	3	1	2	1	1	1	1	3	3	2	1	1	1	1	1	34011.566	33222.957	35193.082	37860.83	34375.633	32985.03	33232.56	34608.47	31886.588	31250.906	25490.012	28719.174	24752.252	32153.309	26329.744	32311.863	26969.434	24429.473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
