Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (primary)	Organism (ID)
Q32ZE0	reviewed	POLG_BUSV	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); Protein prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (NS5)]		Bussuquara virus (BUSV)	3429		64304
Q32ZE1	reviewed	POLG_ZIKV	Genome polyprotein [Cleaved into: Capsid protein C (Capsid protein) (Core protein); Protein prM (Precursor membrane protein); Peptide pr (Peptide precursor); Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (NS5)]		Zika virus (ZIKV)	3419		64320
Q37001	reviewed	1A15_ARATH	1-aminocyclopropane-1-carboxylate synthase 5 (ACC synthase 5) (EC 4.4.1.14) (Ethylene-overproduction protein 2) (S-adenosyl-L-methionine methylthioadenosine-lyase 5)	ACS5 ACC5 ETO2 At5g65800 F6H11.90 MPA24.15	Arabidopsis thaliana (Mouse-ear cress)	470	ACS5	3702
Q383Q5	reviewed	HSLV_TRYB2	ATP-dependent protease subunit HslV (EC 3.4.25.2) (Mitochondrial proteasome-like protease HslVU protease subunit)	HslV Tb11.01.2000	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	209	HslV	185431
Q384Y0	reviewed	PIF2_TRYB2	ATP-dependent DNA helicase PIF2 (EC 3.6.4.12) (DNA repair and recombination helicase PIF2)	PIF2 Tb11.02.4740	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	1048	PIF2	185431
Q38822	reviewed	IAA3_ARATH	Auxin-responsive protein IAA3 (Indoleacetic acid-induced protein 3) (Short hypocotyl) (Suppressor of HY2)	IAA3 SHY2 At1g04240 F19P19.32	Arabidopsis thaliana (Mouse-ear cress)	189	IAA3	3702
Q38824	reviewed	IAA6_ARATH	Auxin-responsive protein IAA6 (Indoleacetic acid-induced protein 6)	IAA6 SHY1 At1g52830 F14G24.10	Arabidopsis thaliana (Mouse-ear cress)	189	IAA6	3702
Q38825	reviewed	IAA7_ARATH	Auxin-responsive protein IAA7 (Auxin resistant 2) (Indoleacetic acid-induced protein 7)	IAA7 AXR2 At3g23050 MXC7.8	Arabidopsis thaliana (Mouse-ear cress)	243	IAA7	3702
Q38826	reviewed	IAA8_ARATH	Auxin-responsive protein IAA8 (Indoleacetic acid-induced protein 8)	IAA8 At2g22670 T9I22.11	Arabidopsis thaliana (Mouse-ear cress)	321	IAA8	3702
Q38827	reviewed	IAA9_ARATH	Auxin-responsive protein IAA9 (Indoleacetic acid-induced protein 9)	IAA9 At5g65670 F6H11.210 MPA24.1	Arabidopsis thaliana (Mouse-ear cress)	338	IAA9	3702
Q38828	reviewed	IAA10_ARATH	Auxin-responsive protein IAA10 (Indoleacetic acid-induced protein 10)	IAA10 At1g04100 F20D22.13	Arabidopsis thaliana (Mouse-ear cress)	261	IAA10	3702
Q38829	reviewed	IAA11_ARATH	Auxin-responsive protein IAA11 (Indoleacetic acid-induced protein 11)	IAA11 At4g28640 T5F17.90	Arabidopsis thaliana (Mouse-ear cress)	246	IAA11	3702
Q38830	reviewed	IAA12_ARATH	Auxin-responsive protein IAA12 (Indoleacetic acid-induced protein 12) (Protein BODENLOS)	IAA12 BDL At1g04550 T1G11.20	Arabidopsis thaliana (Mouse-ear cress)	239	IAA12	3702
Q38831	reviewed	IAA13_ARATH	Auxin-responsive protein IAA13 (Indoleacetic acid-induced protein 13)	IAA13 At2g33310 F4P9.8	Arabidopsis thaliana (Mouse-ear cress)	247	IAA13	3702
Q38832	reviewed	IAA14_ARATH	Auxin-responsive protein IAA14 (Indoleacetic acid-induced protein 14) (Protein SOLITARY ROOT)	IAA14 SLR1 At4g14550 dl3315c FCAALL.254	Arabidopsis thaliana (Mouse-ear cress)	228	IAA14	3702
Q38997	reviewed	KIN10_ARATH	SNF1-related protein kinase catalytic subunit alpha KIN10 (AKIN10) (EC 2.7.11.1) (AKIN alpha-2) (AKINalpha2) (SNF1-related kinase 1.1) (SnRK1.1)	KIN10 AK21 AKIN10 SKIN10 SNR2 SNRK1.1 At3g01090 T4P13.22	Arabidopsis thaliana (Mouse-ear cress)	512	KIN10	3702
Q38HM4	reviewed	TRI63_MOUSE	E3 ubiquitin-protein ligase TRIM63 (EC 2.3.2.27) (Muscle-specific RING finger protein 1) (MuRF-1) (MuRF1) (Muscle RING finger protein 1) (RING-type E3 ubiquitin transferase TRIM63) (Tripartite motif-containing protein 63)	Trim63 Murf1 Rf1	Mus musculus (Mouse)	350	Trim63	10090
Q39011	reviewed	KSG7_ARATH	Shaggy-related protein kinase eta (EC 2.7.11.1) (ASK-eta) (Protein BRASSINOSTEROID INSENSITIVE 2) (Protein ULTRACURVATA 1) (Shaggy-related protein kinase 21) (AtSK21)	ASK7 BIN2 DWF12 SK21 UCU1 At4g18710 F28A21.120	Arabidopsis thaliana (Mouse-ear cress)	380	ASK7	3702
Q39204	reviewed	MYC2_ARATH	Transcription factor MYC2 (AtMYC2) (Basic helix-loop-helix protein 6) (AtbHLH6) (bHLH 6) (Protein JASMONATE INSENSITIVE 1) (R-homologous Arabidopsis protein 1) (RAP-1) (Transcription factor EN 38) (Z-box binding factor 1 protein) (bHLH transcription factor bHLH006) (rd22BP1)	MYC2 BHLH6 EN38 JAI1 JIN1 RAP1 RD22BP1 ZBF1 At1g32640 F6N18.4	Arabidopsis thaliana (Mouse-ear cress)	623	MYC2	3702
Q39255	reviewed	SKP1A_ARATH	SKP1-like protein 1A (SKP1-like 1) (UFO-binding protein 1)	SKP1A ASK1 SKP1 UIP1 At1g75950 T4O12.17	Arabidopsis thaliana (Mouse-ear cress)	160	SKP1A	3702
Q3KR59	reviewed	UBP10_RAT	Ubiquitin carboxyl-terminal hydrolase 10 (EC 3.4.19.12) (Deubiquitinating enzyme 10) (Ubiquitin thioesterase 10) (Ubiquitin-specific-processing protease 10)	Usp10	Rattus norvegicus (Rat)	794	Usp10	10116
Q3MHP1	reviewed	UB2L3_BOVIN	Ubiquitin-conjugating enzyme E2 L3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L3) (Ubiquitin carrier protein L3) (Ubiquitin-protein ligase L3)	UBE2L3	Bos taurus (Bovine)	154	UBE2L3	9913
Q3MHP5	reviewed	DRG1_BOVIN	Developmentally-regulated GTP-binding protein 1 (DRG-1) (Neural precursor cell expressed developmentally down-regulated protein 3) (NEDD-3) (Translation factor GTPase DRG1) (TRAFAC GTPase DRG1) (EC 3.6.5.-)	DRG1	Bos taurus (Bovine)	367	DRG1	9913
Q3MKQ2	reviewed	BEX1_RAT	Protein BEX1 (Brain-expressed X-linked protein 1 homolog) (EG2RVC)	Bex1	Rattus norvegicus (Rat)	128	Bex1	10116
Q3SWT1	reviewed	SOSB1_RAT	SOSS complex subunit B1 (Nucleic acid-binding protein 2) (Oligonucleotide/oligosaccharide-binding fold-containing protein 2B) (Sensor of single-strand DNA complex subunit B1) (Sensor of ssDNA subunit B1) (SOSS-B1) (Single-stranded DNA-binding protein 1)	Nabp2 Obfc2b Ssb1	Rattus norvegicus (Rat)	211	Nabp2	10116
Q3SWY3	reviewed	IMDH2_BOVIN	Inosine-5'-monophosphate dehydrogenase 2 (IMP dehydrogenase 2) (IMPD 2) (IMPDH 2) (EC 1.1.1.205) (IMPDH-II)	IMPDH2	Bos taurus (Bovine)	514	IMPDH2	9913
Q3SZN3	reviewed	OMA1_BOVIN	Metalloendopeptidase OMA1, mitochondrial (EC 3.4.24.-) (Overlapping with the m-AAA protease 1 homolog)	OMA1	Bos taurus (Bovine)	523	OMA1	9913
Q3SZZ2	reviewed	XBP1_BOVIN	X-box-binding protein 1 (XBP-1) [Cleaved into: X-box-binding protein 1, cytoplasmic form; X-box-binding protein 1, luminal form]	XBP1	Bos taurus (Bovine)	261	XBP1	9913
Q3T0D8	reviewed	LTOR1_BOVIN	Ragulator complex protein LAMTOR1 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 1)	LAMTOR1	Bos taurus (Bovine)	161	LAMTOR1	9913
Q3T169	reviewed	RS3_BOVIN	Small ribosomal subunit protein uS3 (EC 4.2.99.18) (40S ribosomal protein S3)	RPS3	Bos taurus (Bovine)	243	RPS3	9913
Q3T1I5	reviewed	SRBP2_RAT	Sterol regulatory element-binding protein 2 (SREBP-2) (Sterol regulatory element-binding transcription factor 2) [Cleaved into: Processed sterol regulatory element-binding protein 2 (Transcription factor SREBF2)]	Srebf2	Rattus norvegicus (Rat)	1133	Srebf2	10116
Q3TCH7	reviewed	CUL4A_MOUSE	Cullin-4A (CUL-4A)	Cul4a	Mus musculus (Mouse)	759	Cul4a	10090
Q3TDN2	reviewed	FAF2_MOUSE	FAS-associated factor 2 (UBX domain-containing protein 8)	Faf2 Kiaa0887 Ubxd8	Mus musculus (Mouse)	445	Faf2	10090
Q3TEL6	reviewed	RN157_MOUSE	E3 ubiquitin ligase Rnf157 (EC 2.3.2.27) (RING finger protein 157) (RING-type E3 ubiquitin transferase Rnf157)	Rnf157 Kiaa1917	Mus musculus (Mouse)	685	Rnf157	10090
Q3TLR7	reviewed	DTL_MOUSE	Denticleless protein homolog (Lethal(2) denticleless protein homolog) (Meth A retinoic acid-regulated nuclear matrix-associated protein) (Meth A RAMP) (Retinoic acid-regulated nuclear matrix-associated protein)	Dtl Cdt2 L2dtl Ramp	Mus musculus (Mouse)	729	Dtl	10090
Q3TPJ7	reviewed	MIDN_MOUSE	Midnolin (Midbrain nucleolar protein)	Midn	Mus musculus (Mouse)	465	Midn	10090
Q3TTA7	reviewed	CBLB_MOUSE	E3 ubiquitin-protein ligase CBL-B (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene b) (RING-type E3 ubiquitin transferase CBL-B) (SH3-binding protein CBL-B) (Signal transduction protein CBL-B)	Cblb	Mus musculus (Mouse)	982	Cblb	10090
Q3TZW0	reviewed	ECSCR_MOUSE	Endothelial cell-specific chemotaxis regulator (Apoptosis regulator through modulating IAP expression) (ARIA) (Endothelial cell-specific molecule 2)	Ecscr Ecsm2	Mus musculus (Mouse)	214	Ecscr	10090
Q3U0D9	reviewed	HACE1_MOUSE	E3 ubiquitin-protein ligase HACE1 (EC 2.3.2.26) (HECT domain and ankyrin repeat-containing E3 ubiquitin-protein ligase 1) (HECT-type E3 ubiquitin transferase HACE1)	Hace1 Kiaa1320	Mus musculus (Mouse)	909	Hace1	10090
Q3U0P1	reviewed	PALB2_MOUSE	Partner and localizer of BRCA2	Palb2	Mus musculus (Mouse)	1104	Palb2	10090
Q3U133	reviewed	ZN746_MOUSE	Zinc finger protein 746	Znf746 Zfp746	Mus musculus (Mouse)	652	Znf746	10090
Q3U1J4	reviewed	DDB1_MOUSE	DNA damage-binding protein 1 (DDB p127 subunit) (Damage-specific DNA-binding protein 1) (UV-damaged DNA-binding factor)	Ddb1	Mus musculus (Mouse)	1140	Ddb1	10090
Q3U1N2	reviewed	SRBP2_MOUSE	Sterol regulatory element-binding protein 2 (SREBP-2) (Sterol regulatory element-binding transcription factor 2) [Cleaved into: Processed sterol regulatory element-binding protein 2 (Transcription factor SREBF2)]	Srebf2 Srebp2	Mus musculus (Mouse)	1130	Srebf2	10090
Q3U2S4	reviewed	OTUD5_MOUSE	OTU domain-containing protein 5 (EC 3.4.19.12) (Deubiquitinating enzyme A) (DUBA)	Otud5 DXImx46e Sfc7	Mus musculus (Mouse)	566	Otud5	10090
Q3U487	reviewed	HECD3_MOUSE	E3 ubiquitin-protein ligase HECTD3 (EC 2.3.2.26) (HECT domain-containing protein 3) (HECT-type E3 ubiquitin transferase HECTD3)	Hectd3	Mus musculus (Mouse)	861	Hectd3	10090
Q3U5C7	reviewed	PRIC1_MOUSE	Prickle-like protein 1	Prickle1	Mus musculus (Mouse)	832	Prickle1	10090
Q3U7U3	reviewed	FBX7_MOUSE	F-box only protein 7	Fbxo7	Mus musculus (Mouse)	523	Fbxo7	10090
Q3U827	reviewed	RN180_MOUSE	E3 ubiquitin-protein ligase RNF180 (EC 2.3.2.27) (RING finger protein 180) (RING-type E3 ubiquitin transferase RNF180)	Rnf180 Rines	Mus musculus (Mouse)	592	Rnf180	10090
Q3UA06	reviewed	PCH2_MOUSE	Pachytene checkpoint protein 2 homolog (Thyroid hormone receptor interactor 13) (Thyroid receptor-interacting protein 13) (TR-interacting protein 13) (TRIP-13)	Trip13 Pch2	Mus musculus (Mouse)	432	Trip13	10090
Q3UE37	reviewed	UBE2Z_MOUSE	Ubiquitin-conjugating enzyme E2 Z (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme Z) (Uba6-specific E2 conjugating enzyme 1) (Use1) (Ubiquitin carrier protein Z) (Ubiquitin-protein ligase Z)	Ube2z D11Moh35	Mus musculus (Mouse)	356	Ube2z	10090
Q3UES3	reviewed	TNKS2_MOUSE	Poly [ADP-ribose] polymerase tankyrase-2 (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 6) (ARTD6) (Protein poly-ADP-ribosyltransferase tankyrase-2) (EC 2.4.2.-) (TNKS-2) (TRF1-interacting ankyrin-related ADP-ribose polymerase 2) (Tankyrase II) (Tankyrase-2) (TANK2)	Tnks2 Tank2	Mus musculus (Mouse)	1166	Tnks2	10090
Q3UHH1	reviewed	ZSWM8_MOUSE	Zinc finger SWIM domain-containing protein 8	Zswim8 Kiaa0913	Mus musculus (Mouse)	1832	Zswim8	10090
Q3UI43	reviewed	BABA1_MOUSE	BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex)	Babam1 Merit40 Nba1	Mus musculus (Mouse)	333	Babam1	10090
Q3UIR3	reviewed	DTX3L_MOUSE	E3 ubiquitin-protein ligase DTX3L (EC 2.3.2.27) (Protein deltex-3-like) (RING-type E3 ubiquitin transferase DTX3L)	Dtx3l Bbap	Mus musculus (Mouse)	748	Dtx3l	10090
Q3UIW5	reviewed	RNF10_MOUSE	E3 ubiquitin-protein ligase RNF10 (EC 2.3.2.27) (RING finger protein 10) (Sid 2705)	Rnf10 Kiaa0262 Rie2 Sid2705	Mus musculus (Mouse)	804	Rnf10	10090
Q3ULA2	reviewed	FBW1A_MOUSE	F-box/WD repeat-containing protein 1A (Beta-TrCP protein E3RS-IkappaB) (Beta-transducin repeat-containing protein) (Beta-TrCP) (E3RSIkappaB) (mE3RS-IkappaB) (F-box and WD repeats protein beta-TrCP) (HOS) (Ubiquitin ligase FWD1) (pIkappaB-E3 receptor subunit)	Btrc Fbw1 Fbxw1 Fwd1 Kiaa4123	Mus musculus (Mouse)	605	Btrc	10090
Q3ZBT1	reviewed	TERA_BOVIN	Transitional endoplasmic reticulum ATPase (TER ATPase) (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (Valosin-containing protein) (VCP)	VCP	Bos taurus (Bovine)	806	VCP	9913
Q3ZCC3	reviewed	TRAF6_BOVIN	TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6)	TRAF6	Bos taurus (Bovine)	542	TRAF6	9913
Q3ZCD0	reviewed	CD81_BOVIN	CD81 antigen (CD antigen CD81)	CD81	Bos taurus (Bovine)	236	CD81	9913
Q3ZEE5	reviewed	TRIM5_HYLLA	Tripartite motif-containing protein 5 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM5) (TRIM5alpha)	TRIM5	Hylobates lar (Lar gibbon) (White-handed gibbon)	493	TRIM5	9580
Q40477	reviewed	ERF4_TOBAC	Ethylene-responsive transcription factor 4 (Ethylene-responsive element-binding factor 3) (EREBP-3) (Ethylene-responsive element-binding factor 4 homolog) (NtERF3)	ERF4 ERF-3 ERF3	Nicotiana tabacum (Common tobacco)	225	ERF4	4097
Q42134	reviewed	PSA5B_ARATH	Proteasome subunit alpha type-5-B (20S proteasome alpha subunit E-2) (Proteasome component Z)	PAE2 PRCZ At3g14290 MLN21.8	Arabidopsis thaliana (Mouse-ear cress)	237	PAE2	3702
Q42202	reviewed	RL40B_ARATH	Ubiquitin-ribosomal protein eL40y fusion protein (Protein EARLY-RESPONSIVE TO DEHYDRATION 16) (Protein EMBRYO DEFECTIVE 2167) (Protein HAPLESS 4) [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40y (60S ribosomal protein L40-2) (CEP52)]	RPL40B EMB2167 ERD16 HAP4 UBQ1 At3g52590 F22O6_30 F3C22.8	Arabidopsis thaliana (Mouse-ear cress)	128	RPL40B	3702
Q43125	reviewed	CRY1_ARATH	Cryptochrome-1 (AtCry) (Atcry1) (Blue light photoreceptor) (Protein BLUE LIGHT UNINHIBITED 1) (Protein ELONGATED HYPOCOTYL 4) (Protein OUT OF PHASE 2) (OOP2)	CRY1 BLU1 HY4 At4g08920 T3H13.14 T3H13.5	Arabidopsis thaliana (Mouse-ear cress)	681	CRY1	3702
Q498S8	reviewed	FZD8_RAT	Frizzled-8 (Fz-8)	Fzd8	Rattus norvegicus (Rat)	684	Fzd8	10116
Q499N6	reviewed	UBXN1_RAT	UBX domain-containing protein 1 (SAPK substrate protein 1)	Ubxn1 Saks1	Rattus norvegicus (Rat)	297	Ubxn1	10116
Q4KLN6	reviewed	RIR2_RAT	Ribonucleoside-diphosphate reductase subunit M2 (EC 1.17.4.1) (Ribonucleotide reductase small chain) (Ribonucleotide reductase small subunit)	Rrm2	Rattus norvegicus (Rat)	390	Rrm2	10116
Q4KM35	reviewed	PSB10_RAT	Proteasome subunit beta type-10 (EC 3.4.25.1) (Low molecular mass protein 10) (Macropain subunit MECl-1) (Multicatalytic endopeptidase complex subunit MECl-1) (Proteasome MECl-1) (Proteasome subunit beta-2i)	Psmb10 Lmp10 Mecl1	Rattus norvegicus (Rat)	273	Psmb10	10116
Q4KMA2	reviewed	RD23B_RAT	UV excision repair protein RAD23 homolog B	Rad23b	Rattus norvegicus (Rat)	415	Rad23b	10116
Q4KUS2	reviewed	UN13A_MOUSE	Protein unc-13 homolog A (Munc13-1)	Unc13a	Mus musculus (Mouse)	1712	Unc13a	10090
Q4P0K0	reviewed	ATG1_USTMA	Serine/threonine-protein kinase ATG1 (EC 2.7.11.1) (Autophagy-related protein 1)	ATG1 UMAG_06363	Ustilago maydis (strain 521 / FGSC 9021) (Corn smut fungus)	990	ATG1	237631
Q4PFA5	reviewed	UBC2_USTMA	Ubiquitin-conjugating enzyme E2 2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 2) (Ubiquitin carrier protein UBC2) (Ubiquitin-protein ligase UBC2)	UBC2 UMAG_01208	Ustilago maydis (strain 521 / FGSC 9021) (Corn smut fungus)	185	UBC2	237631
Q4QQW4	reviewed	HDAC1_RAT	Histone deacetylase 1 (HD1) (EC 3.5.1.98) (Protein deacetylase HDAC1) (EC 3.5.1.-) (Protein decrotonylase HDAC1) (EC 3.5.1.-)	Hdac1	Rattus norvegicus (Rat)	482	Hdac1	10116
Q4R367	reviewed	UFL1_MACFA	E3 UFM1-protein ligase 1 (EC 2.3.2.-) (E3 UFM1-protein transferase 1)	UFL1 QtsA-19276	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	793	UFL1	9541
Q4R4S7	reviewed	CXA1_MACFA	Gap junction alpha-1 protein (Connexin-43) (Cx43)	GJA1 QflA-10385	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	382	GJA1	9541
Q4R6S5	reviewed	DYRK3_MACFA	Dual specificity tyrosine-phosphorylation-regulated kinase 3 (EC 2.7.12.1)	DYRK3 QtsA-17232	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	568	DYRK3	9541
Q4R7Y4	reviewed	GBLP_MACFA	Small ribosomal subunit protein RACK1 (Guanine nucleotide-binding protein subunit beta-2-like 1) [Cleaved into: Small ribosomal subunit protein RACK1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed)]	GNB2L1 QtsA-14081	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	317	GNB2L1	9541
Q4R834	reviewed	SIR2_MACFA	NAD-dependent protein deacetylase sirtuin-2 (EC 2.3.1.286) (NAD-dependent protein defatty-acylase sirtuin-2) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 2) (SIR2-like protein 2)	SIRT2 QtsA-13614	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	389	SIRT2	9541
Q4R9D1	reviewed	UBE2C_MACFA	Ubiquitin-conjugating enzyme E2 C (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme C) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme C) (Ubiquitin carrier protein C) (Ubiquitin-protein ligase C)	UBE2C UBCH10 QtsA-10272	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	179	UBE2C	9541
Q4TT88	reviewed	PSA_CAEEL	Puromycin-sensitive aminopeptidase (PSA) (EC 3.4.11.14) (Cytosol alanyl aminopeptidase) (AAP-S)	pam-1 F49E8.3	Caenorhabditis elegans	948	pam-1	6239
Q4U2R1	reviewed	HERC2_MOUSE	E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)	Herc2 Jdf2 Kiaa0393 Rjs	Mus musculus (Mouse)	4836	Herc2	10090
Q4V8A3	reviewed	DYRK3_RAT	Dual specificity tyrosine-phosphorylation-regulated kinase 3 (EC 2.7.12.1)	Dyrk3	Rattus norvegicus (Rat)	586	Dyrk3	10116
Q4V8F3	reviewed	RHBL4_RAT	Rhomboid-related protein 4 (RRP4) (EC 3.4.21.105) (Rhomboid domain-containing protein 1) (rRHBDD1) (Rhomboid-like protein 4)	Rhbdd1 Rhbdl4	Rattus norvegicus (Rat)	316	Rhbdd1	10116
Q4VC33	reviewed	MAEA_MOUSE	E3 ubiquitin-protein transferase MAEA (EC 2.3.2.27) (Erythroblast macrophage protein) (Macrophage erythroblast attacher)	Maea Emp	Mus musculus (Mouse)	396	Maea	10090
Q4WLA7	reviewed	UBC2_ASPFU	Ubiquitin-conjugating enzyme E2 2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 2) (Ubiquitin carrier protein ubc2) (Ubiquitin-protein ligase ubc2)	ubc2 AFUA_6G14210	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	151	ubc2	330879
Q4WPF2	reviewed	ATG1_ASPFU	Serine/threonine-protein kinase atg1 (EC 2.7.11.1) (Autophagy-related protein 1)	atg1 AFUA_4G09050	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	973	atg1	330879
Q504T8	reviewed	MIDN_HUMAN	Midnolin (Midbrain nucleolar protein)	MIDN	Homo sapiens (Human)	468	MIDN	9606
Q52EB3	reviewed	ATG1_PYRO7	Serine/threonine-protein kinase ATG1 (EC 2.7.11.1) (Autophagy-related protein 1)	ATG1 MGG_06393	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)	982	ATG1	242507
Q53079	reviewed	PSB1_RHOER	Proteasome subunit beta 1 (EC 3.4.25.1) (20S proteasome beta subunit 1) (Proteasome core protein PrcB 1)	prcB1	Rhodococcus erythropolis (Arthrobacter picolinophilus)	294	prcB1	1833
Q53080	reviewed	PSA1_RHOER	Proteasome subunit alpha 1 (20S proteasome alpha subunit 1) (Proteasome core protein PrcA 1)	prcA1	Rhodococcus erythropolis (Arthrobacter picolinophilus)	259	prcA1	1833
Q53083	reviewed	PSB2_RHOER	Proteasome subunit beta 2 (EC 3.4.25.1) (20S proteasome beta subunit 2) (Proteasome core protein PrcB 2)	prcB2	Rhodococcus erythropolis (Arthrobacter picolinophilus)	292	prcB2	1833
Q53B87	reviewed	NOD2_PANTR	Nucleotide-binding oligomerization domain-containing protein 2 (Caspase recruitment domain-containing protein 15)	NOD2 CARD15	Pan troglodytes (Chimpanzee)	1040	NOD2	9598
Q53B88	reviewed	NOD2_HYLLA	Nucleotide-binding oligomerization domain-containing protein 2 (Caspase recruitment domain-containing protein 15)	NOD2 CARD15	Hylobates lar (Lar gibbon) (White-handed gibbon)	1040	NOD2	9580
Q53FA7	reviewed	QORX_HUMAN	Quinone oxidoreductase PIG3 (EC 1.6.5.5) (NADPH:quinone reductase PIG3) (Tumor protein p53-inducible protein 3) (Protein PIG3) (p53-induced gene 3 protein)	TP53I3 PIG3	Homo sapiens (Human)	332	TP53I3	9606
Q53G59	reviewed	KLH12_HUMAN	Kelch-like protein 12 (CUL3-interacting protein 1) (DKIR homolog) (hDKIR)	KLHL12 C3IP1	Homo sapiens (Human)	568	KLHL12	9606
Q53GT1	reviewed	KLH22_HUMAN	Kelch-like protein 22	KLHL22	Homo sapiens (Human)	634	KLHL22	9606
Q53H80	reviewed	AKIR2_HUMAN	Akirin-2	AKIRIN2 C6orf166	Homo sapiens (Human)	203	AKIRIN2	9606
Q53HC5	reviewed	KLH26_HUMAN	Kelch-like protein 26	KLHL26	Homo sapiens (Human)	615	KLHL26	9606
Q53TQ3	reviewed	IN80D_HUMAN	INO80 complex subunit D	INO80D	Homo sapiens (Human)	1027	INO80D	9606
Q54GT9	reviewed	ATG5_DICDI	Autophagy protein 5	atg5 apg5 DDB_G0289881	Dictyostelium discoideum (Social amoeba)	398	atg5	44689
Q54NA3	reviewed	ATG9_DICDI	Autophagy-related protein 9	atg9 apg9 DDB_G0285323	Dictyostelium discoideum (Social amoeba)	699	atg9	44689
Q54RP0	reviewed	AGTA_DICDI	UDP-galactose:fucoside alpha-3-galactosyltransferase (EC 2.4.1.37) (Alpha-GalT1) (Fucosylgalactoside 3-alpha-galactosyltransferase) (Skp1 alpha-3-galactosyltransferase)	agtA GT78 DDB_G0283005	Dictyostelium discoideum (Social amoeba)	648	agtA	44689
Q556N5	reviewed	ADRM1_DICDI	Proteasomal ubiquitin receptor ADRM1 homolog	adrm1-1 DDB_G0272624; adrm1-2 DDB_G0274093	Dictyostelium discoideum (Social amoeba)	287	adrm1-1; adrm1-2	44689
