Protein.Group	Columns can be as numerous as you want and contain whatever you want.	As long as there is a "Protein.Group" -column, and sample columns that match the sample table exactly.	6136_sample1_replicate1	6135_sample1_replicate2	6137_sample1_replicate3	6127_sample2_replicate1	6128_sample2_replicate2	6129_sample2_replicate3	sample3_replicate1	sample3_replicate2	sample3_replicate3	these_samples_without_sample_group_will_not_be_loaded	sample_without_sample_group_2	sample_without_sample_group_3
Q96IU2			44251.5	50513.5	47660.5	46309.6	44249.1	43627.3	37617.5	36521.9	33320.6	35526.5	39844.3	34745.8
Q14244			15215.8	15801.9	12887.6	12964.5	12542.4	16122.6	17392	16571	16910.9	12298.3	15393.7	16634.4
Q5T5X7				14679	13179.5	6086.48	7831.62	8296.62	8636.53	9174.08	8389.31	7835.73	9645.3	11586.5
Q8NI27			6681.71	6954.61	7317.11	7384.55	7645.66	7545.1	8123.14	9318	9767.01	9570.86	8284.9	9962.2
O95347			5817.17	9630.66	9029.26	8633.23			9050.32	5936.03	10382.7	10749.3	10913.4	11124.7
Q14410			4312.93	5659.04	6679.74	5438.04	6378.79	5262.33	6282.01	6901.27	7282.28	5407.52	6346.28	5859.12
A1L443			10947.2	13305.3	13087.2	14294.9	12326.5	11735.5	10086.3	11677.3	10860.3	11864.8	11898.8	12419.3
Q9UKN7			2428.24	3453.51	4137.26	5086.5	4549.79	4972.84	5021.75	5969.25	5415.51	5713.77	5545.47	5822.12
Q9BW71			1721.64	1597.13	1389.55	980.375	1061.67	1246.85	1584.4	1052.25	950.284	2015.42	1254.12	2259.75
Q9Y3F4			63391.2	77643.6	73243.5	55849.8	56126.4	52526.1	44896.4	47588.8	48637	51563.3	52570.8	54426
O15217			9720.32	5515.24	4272.84		3623.32	2414.29		3665.42	2743.96	2438.7	2522.19	3457.55
P52565			100003	95561.4	95095.1	98799.3	94740.1	96916	80638.3	77838.2	75997	74171.8	74835.4	70891.2
Q8NFQ6			8199.31	6870.23	7058.32	7026.61	8500.01	8137.11	7094.49	7724.37	8341.5	6783.51	7631.03	8154.37
P00915			2225.07	2796.23	2768.69	2981.62	2776.06	2891.06	3026.89	3345.52	3104.49	3191.27	3283.88	3104.01
Q9BQK8									1060.97		557.539	638.98		
Q8NH93			3936.96	3260.13	3757.08	1764.47	2621.64	3354.03	3535.01	3977.36	3197.67	4710.84	3228.83	3271.94
Q32NC0			11215.7	10884	10966.9	8015.91	7513.85	8175.24	8478.77	9039.42	8474.07	8956.74	8936.68	9008.01
Q58A44			151466	151583	149549	123986	135250	135045	126456	137647	128562	136988	130605	144937
Q06055			10019.8	10869.6	10864.3	11625.6	12165.6	11688.4	12142.8	14003.1	13100	13983.3	15506.3	15892.9
Q8N228				271.786	684.529	630.749		840.002	357.587	488.528	458.268	669.694	723.682	
Q96LR9			264759	249703	261888	331141	335876	343528	335860	338738	314591	324593	313415	287636
P28290			289830	310111	296641	292433	302520	302602	355859	353903	364381	399392	381260	404133
Q9BZ29			195437	226481	155369	84942	135955	147500	157994	154207	164987	168601	179459	199729
Q494X3				6475.98	4740.3	7194.41	7515	6637.4	6906.51	8474.97	7522.71	6729.34	7572.72	7413.52
Q9P2E3				1220.21			1429.68	1998.1	2226.06	1215.36	2173.16	2659.58	2098.58	2226.89
Q7Z2W7			135681	123128	153297	186700	149096	194584	256766	218938	276631	239172	210147	228394
Q92800			10847.1	13997.9	11772.6	16281.8	18901.5	17768.5	22833.9	20739	21524.5	20337.8	18335	18111.6
Q8TC05			14584.2	14754.7	15226.2	13233.4	12542.2	14169	13750.5	13044.5	13497.3	12896.3	12284.7	11658.3
Q9BWT3			53929.3	62367.2	61412.8	67707.4	70515.4	63644.2	60164.5	57505.5	58173	61184.4	61351.4	59461.5
Q9Y6Y8			28862	41512	36466.8	30357.1	33785.9	36662.9	38606.2	42275.2	39749	38370.8	45219.6	40566.3
O75521			42455.3	50479.8	50836.5	37688.7	35054.9	32622.3	36670.6	35557.8	37104.4	34663.2	34434.4	36104
O60884			104977	102548	93519.7	75839.1	69635.1	76864.1	74941.8	65828.9	66514.2	78109.5	74887.4	65928.4
Q8NCQ3			54905.8	53049.5	56527.5	48887.4	43151.1	47424.8	42552.8	43120.8	39116.8	40730	37916.5	38622
Q9UHF4			17458.2	16953.3	17278.6	15269.9	17182.9	16262.1	16512.8	17361.6	15687.4	14896.8	17360.6	16213.1
Q8N8Q1				4928.6	3134.31		9339.8		7054.38	6691.15	6864.37	8788.36		7758.45
H3BR10			330823	298966	289705	305995	302893	292406	319895	294781	313685	359276	338423	342884
Q15109			131627	179490	161959	219239	219000	219186	205924	199105	211374	252191	233886	218511
Q9NVD7			85854.3	54769.7	35753.3	87855.3	68945.6	83526.8	46949.4	37912.8	35044.2	43314.1	37379.2	35222.5
P12107			245112	196522	190117	244905	242291	223528	229267	250986	216530	259877	257003	248569
Q6UXV4			26572	24755.9	23411.1	28428.5	30228.7	32851.1	26673.1	27953.9	25235.5	28556.9	27536.6	30219.5
Q8WX94			9164.6	11668.9	10393.2	6536.4	7425.94	8636.45	9518	9235.59	9002.48	10154.1	8191.04	8674.12
Q8TDB4			452546	415148	427105	542308	537493	544898	553524	556540	554088	582893	570164	575094
Q8NCH0			15882.9	16407.3	14504.1	14344.5	13578.7	12325.2	12114.2	12629.1	13134.3	11737.9	12326.9	12469.2
Q8TCC3			65130.3	60680.1	61346.1	56220.1	63560.4	60391.1	57551.8	56425.4	50701.4	55632.6	52760.9	35515.2
O95166			11130.7	9700.04	11354.7	7302.08	7179.06	6596.28	7275.87	8798.65	7950.54	6199.78	10096.2	7420.35
Q9Y234			50138.7	55105.2	56733.7	49775	53944.2	52020.2	53811	52703.9	54836.5	52886.9	51602.8	49185.8
Q8N3T6			115005	98887.9	95564.8	112639	80801.6	95485.8	98372.1	112965	90754.2	103083	65188.3	65870.7
P46821			147528	151724	152413	185368	176888	190944	184850	177227	153975	157718	156284	172889
Q15051			264352	259614	282813	174534	164397	180288	177668	177050	158835	175958	172974	180191
Q8NHC5			7110.02	6099.18	6244.98	5873.2	7614.89	6225.89	4944.58	5293.95	6117.82	6294.66	7432.83	5485.51
Q93098			58454.7	54200.5	53173.5	61880.2	56629.7	50197.5	45337.6	49299.2	45273.2	50289.1	42450.7	46600.8
P51828			6512.91	5715.59	6660.84	4765.45	4592.86	3994.98	4406.29	3205.95	4404.39	3973.1	4316.71	3885.24
Q96LU5			11928.1	10659.4	12548.7	6127.45	3326.85	7166.72	4020.06	6933.77	8785.11	8974.16	9273.13	9615.6
Q9UQ74			11283.9	11903.4	11140	13710.6	12273.1	12091.4	11672.5	12555.7	11969.5	12414.9	12927.6	10194.5
P0C7P2			4688.74	7439.99	5359.14	7016.46	6229.07	6675.48	7480.94	6907.51	7236.78	7646.66	8174.77	8390.79
Q96LB2			17481.2	18304.3	18469.9	19574.4	18279.2	17705.9	17688.3	18826.1	18769.2	19958.5	17940.8	19054.1
P17050			16491.4	16322.8	18191.3	14980.6	13038.1	15733	11491	15657.4	17295.1	15415.5	16607.8	21191.9
Q9NYQ8			6618.18	6521.51	7029.67	4253.84	4150.54	4059.05	3624.28	4243.25	4879.92	3757.58	3692.62	3909.27
Q86WR6			4101.27	3531.39	3623.72	3531.75	4263.5	3877.13	4294.95	5093.88	4614.79	3794.85	4428.68	4236.68
Q96K19			53595.6	55436	57314	41807.2	36012.1	40023.1	34340.4	38029.9	36530.1	35723.8	38897.6	34381.8
Q96MU8			1376.23	1198.27	1535.49	549.097		1155.32	804.384	333.789	632.164	669.189	793.01	713.85
Q8TCZ2			71392.5	74631.8	75462	56675	59269.1	55033.2	63009.1	58276.7	63448.7	64031.2	59550.1	66605.4
Q9H2U6			186854	183531	184016	155608	154534	158249	156252	147041	148659	139146	137921	136998
P0DOX3			3492.76	4243.75	3343.55	5368.66	4248.29	3815.73	5942.09	6236.48	5890.84	5582.64	5330.3	6205.93
Q14191			11263.7	9832.01	10913.9	11665.1	10607.1	12160.1	13041.5	11819.8	12325	12735	12253.3	12555.6
O15119			1638.59	2049.18	2573.13	1886.36	2191.09	1802.42	1956.4	2192.27	2454.72	1687.59	2844.38	2258.33
P52797				903.017	1695.99	2377.8	1450.82	1996.69	2654.64	2150.34	2185.91	1285.92	2267.34	1863.62
Q7Z6G3				9584.21	10652.9	4784.76	5606.75	5016.46	6933.94	5363.81	6572.17	7034.55	6285.8	7642.52
P49593			44819.7	50813.4	46205.5	32753.6	34724.5	34972.8	37247.8	33486.3	34180.3	33967.9	37701.2	43207.4
Q14520			310693	194127	192134	158657	218921	216748	214008	220374	215797	224304	209977	150572
P99999			268934	272589	270539	208255	211700	197508	232012	228424	237964	234482	233490	251656
P14921			119019	132843	129827	114328	129872	136238	114410	131520	122110	116412	124598	115147
Q96L11			10855.8	5787.94	5915.32	3814.9	5784.85	5581.6	6146.55	7024.62	6080.21	6977.97	6639.7	7951.3
Q92832			7994.2	9914.64	8781.7	8676.77	7785.59	9629.18	8414.63	8341.08	8048.81	8992.48	9691.89	8427
Q6PGQ7			26293.4	27259.4	28776	24335.6	21817.2	21105	20523.9	19841	20863.3	19981.8	19043.9	19570.1
O75570			8593.51	10415	9704.13	12531.7	11695.9	12370.3	12206.9	12467.9	13822.1	14216.7	13748.3	15069.5
P04553			36506.3	37020.7	33382.7	42526.7	39992.6	43164.8	50585.8	48710.2	46971.6	48262.6	47124.8	49292
O95714			4810.11	5730.92	5236.96	4668.79	5637.48	5518.27	5206.04	3554.63	4526.89	5566.59	4945.42	2707.82
Q53F19			9643.34	5513.27	6557.46	8444.7	7505.1	7629.89	6294.73	7517.91	6479.06	6252.23	6169.46	6559.48
Q9NR00			1283.13	1451.42	687.259	1780.21	1324.19	2025.59	2203.4	1807.08	1325.07	2097.1	1899.35	1828.49
P30047			76500.5	76792.8	76305.9	86691.2	85573.1	83294.5	91495.5	92101.9	93344.3	99022.9	99884.7	97860.1
A0A5B9			14773.1	14122.2	13534.9	10134.8	10945.3	10294.3	8219.03	8891.02	8397.38	8943.39	8322.16	9111.73
P21462			1462.6	817.713	1233.94	1068.12	1011.82	795.734	1002.22	1020.54	988.302		1051.27	880.758
Q05048			57899.5	51071.4	51360.8	84422.7	76709.6	70015.2	72911.2	76078.3	68761.3	62602.8	60535.5	62940.9
Q9UHI5			4111.1	4663.47	3259.48	4049.15	2776.44	4608.92	5513.76	4792.69	4903.36	4340.03	4117.23	5031.69
Q9NWN3			41428.1	46062.9	40921.7	44501.9	43800.4	45699.5	47579	49979.8	47381.9	52282.4	54052.1	50988.2
P14649			56603	56079.2	57165.7	40831.9	42201.3	41532.1	33739.5	34708.4	35685.7	32356	33256.3	31146.5
Q9BWW4			214552	256066	222106	192611	190456	154483	195601	212733	106772	74840.8	85874.8	81735.3
Q9H1J5			22493	26110.8	24923.6	24417.4	26551.6	25420	26703.1	26234.9	24851.2	26740	26089.3	28472.8
Q14568			83710.5	53129.6	66094.4	72158.3	74757.6	73884.4	57473.1	59530.7	48693.6	50327.8	44668.9	46371.6
Q66GS9			39625.8	38451.3	40208.3	63782.9	65625.6	65987	48754.2	48085.8	48234.3	37801.9	34871	44418.9
Q5HYW2				3460.98	4352.04	2214.71	2320.54	3851.39	2820.99	1852.77	2643.99	1890.94		1835.5
Q12815			8414.43	9305.91	6892.31	6448.28	4730.09	6690.97	5428.07	5662.2	5249.04	5776.18	5321.4	5884.33
O75185			16321.4	14870.3	14309.1	11761	9717.94	11639.6	12443.4	12213.8	12775.6	10428.1	11829.1	9839.54
Q15722			199356	195588	181984	177449	179328	186937	155892	151003	149119	130750	137230	129010
Q8TF71			4195.51	3877.81	3657.34	3056.62	2612.27	3146.4	3289.91	2716.89	3810.49	3277.81	3771.35	3922.29
Q02224			2328.92	1468.26	1711	1912.19	1990.08	2491.13	2031.43	2035.77	2050.37	3209.83	2261.14	2454.84
Q92643			10889	8620.49	8246.42	22632.2	22461.6	19808.7	12464.2		14847.3	10009.2	9042.75	10189.7
Q9NQZ3			18735.3	20579.4	20335.2	16403.4	16400.8	16913.3	18951.7	18442.7	18521.8	18162.9	18339.3	17619.8
A0A075B6S4			4299.99	3219.02	2295	4552.83	3935.8	3802.3	4449.57	4777.13	4278.28	3746.43	4280.27	4493.5
Q9NX61			21430.6	20107.8	19896.4	20689.4	19400.6	20857	22147.8	19721.5	22607.8	21855.4	22059.7	20910.3
Q4G0N8			48872.5	36958.3	35453.1	34483.1	30616.2	32290.6	25065.5	24025.6	25198.4	22309.4	22788.4	23472.7
Q9Y230			89005.1	110223	105105	100356	102277	106181	93309.4	94390.6	99001.2	95050.6	97748.9	90963.1
O95136			266664	294798	304976	258376	292066	286254	261433	290230	243587	269997	229804	224232
O00268			395603	396524	383626	342378	349911	318731	304705	320639	288644	303603	298865	313365
Q9NP85			4203.16	4111.8	3927.77	3621.82	3744.51	4358.14	3928.53	3445.93	3107.23	3764.59	4436.68	3864.63
P60660			2438.44	3183.19	5030.83	3773.61	3655.22	3723.33	3478.88	4197.32	3775.69	4271.06	3559.22	3421.04
Q9H4I8			70151.8	73806.3	74752.7	49490.2	50596.6	53301.5	53675.7	54599.9	56756.6	50854.9	51898.9	53523.8
Q9BTE6			79855.6	75730.5	82233.2	94922.4	95496.8	95670.2	87048.7	86057.6	90095.8	85513.4	85944.7	84068.5
O95274			19206.4	11154.1	11985.1	33504.4	26482.6	33848.8	14849.3	21675.4	20986.3	15405.9	21495.9	19730
O75964			32147.6	27273.5	28893.7	42189.9	43069.2	44483.2	33282.3	34054	38059.4	42101.2	31025.8	24823.2
Q9NYY3			67001.2	74310.5	71864.1	62933.8	62542.2	64437.6	65903.3	63005.5	63803.6	64972.9	61481.1	64258.7
Q3SYC2			191300	168144	196244	132032	128757	164001	133355	148854	151007	151283	189859	172300
P18505			110521	110565	104303	122638	116356	116563	138569	140113	143619	164799	160243	154832
P61366			366074	358360	393922	519141	467487	499959	513993	494090	460195	496128	520480	451688
P09131			100778	93388.3	93718.2	113468	115143	120284	115355	111243	113874	116606	109608	117853
Q9BZL3			870518	853923	754859	757355	805231	686936	789955	999267	845841	830983	917697	1.19E+06
P0CW20			15238.8	12692.7	13529.2	13902.8	14946.4	14687.1	11847.2	12097.6	11659.3	12546.1	13025.3	12421.7
Q6UXP9			3133.83	5937.66	3671.05	2343.12	1863.37	2186.27	3354.44	2916.15	3582.63	3725.1	3286.91	4264.2
Q92828			208124	209516	209931	160592	142511	147353	149804	151110	136282	139458	145297	147996
Q03591			46583.9	50170	49822	41522.5	45319.7	43140.9	46669.6	44245	48677.2	41162.6	46961.8	48163.5
A5LHX3			34037	36642.5	38268.3	29095.7	29629.7	26458.5	28413.7	29419.3	30465.7	28442.6	29065.9	31957.8
P02724			12712.7	11720.1	12291.4	14054.8	14196.5	16277.7	14308.8	14848.5	15351.7	13361.1	14674.5	15149.7
Q96HZ4			4919.89	4060.02	4706.21	2620.92	3789.43	2075.14	2596	3663.53	4214.47	3256.75	3279.88	4540.43
Q9NZR1			11807.9	10273.2	9303.93	7966.8	7831.19	6392.99	7162.88	7924.71	6800.57	7073.87	7313.62	7513.85
Q86XT4			37854.3	37613.8	39729.9	38471.1	38187.3	40143.7	42620.8	44029.6	43689	47449.7	42690	43976.9
P21817			300.595		775.339		690.708		863.42	790.122	946.32	1099.57		943.54
P31689			65423.4	68353.7	68969.4	63848.9	69260.8	69979.6	58918	54807.8	58024.8	51248.2	47803.9	50024.2
Q9NWF4			7818.17				5690.36	4864.33	8049.65	8322.77	9137.06	8606.36	8265.61	5012.73
Q8N9V3			20735.3	20429.8	17617.1	12264.9	12252.2	13249.8	12120.3	11586.6	12833.5	12961.6	12846.8	11722
Q14549					1538.86	646.752	820.898	597.961	773.295	1179.17	1302.75			1204.03
Q96CW6			11671.2		5705.94	8227.18	7118.07	8477.97	3563.69	3324.07		3236.91		
O60312			28589.8	26580.9	28560.3	24552.3	25535.9	24135.2	25008.3	23696.8	26133.8	20957.3	22375.5	17971.5
Q9Y5J6			4568.43	2477.17	2646.82	3507.73	2865.7	3154.65	2383.95	2256.61	2763.4	3725.47	3312.64	3141.91
Q5VV16			246067	248012	237087	171582	166656	183796	145870	141527	153262	154257	158788	156032
P55055			20382	20799	21731.1	17557.9	14334.7	16797.7	15142.2	13117.4	16192.5	14781.4	13994.3	14381.6
Q19AV6			41479.5	43013.4	41861.6	34671.3	31264.1	38872.5	44319.6	45309.4	40307.6	45802.5	50262.4	46888.2
Q9C030			50268.4	53319.3	52139.7	47297.1	52964	54472.9	43715.2	45079.4	43051.6	42431.7	38715.8	39929.4
Q13595			5472.04	4686.47	4841.96	5822.41	5746.48	6135.76	6005	7124.47	7534.51	7183.23	7647	7182.69
Q6UWH6			47610.8	47065.5	47136.5	51163.7	47441.8	53450.8	49634.6	51508.5	53537.1	54610.5	52318.5	51896.8
Q401N2			365866	368071	363230	395443	384243	363729	343766	356742	347750	340376	353811	342463
P41145			159588	186037	174119	178498	188458	191557	204849	210554	200428	220707	208829	212131
Q9UBZ9			18440.5	22366.8	23290.4	13563.4	15486.3	16232.4	15813.8	13240.1	13426.8	13939	13377.2	13476
Q96M53			32506.9	30773.9	32597.2	18919.3	20286.4	20564.4	21190.9	19659.1	19999.3	21753.4	19889.7	22576.1
Q8NG35			4591.92	4209.49	4066.23	5370.75	4888.6	3730.15	3264.76	3888.21	3744.76	3241.2	3852.7	3075.57
P46977			160663	154331	145404	74592.3	75854.4	77759.8	92964.7	89915.6	92967.5	67858.6	68059.3	78693.6
A0A075B6N1			410980	417076	427091	387267	380667	380032	348646	342435	348513	355788	343171	339637
C9JG80			133730	145980	140620	121597	129541	138744	120088	113077	117511	126275	129424	112068
Q9HAT2			176841	186866	191621	120386	143994	128312	137558	130604	151431	156665	147231	147425
A6XGL0			5025.88	5445.61	8934.38	3771.43	4463.33	4902.1	4684.13	4395.69	5058.54	2286.64	1884.98	2633.61
P55060			36497	35801.2	36491.1	27797.4	27324.1	28696.1	26527.1	26536.2	24221.3	23496.5	22916	24455.3
Q9NQ36			10492.5	7803.03	8171.75	5265.8	6897.09	5599.38	8464.96	7537.92	8801.88	9964.44	8226.14	8191.01
Q3SXR2			18179.5	19013.2	19015.2	20618.8	18647.6	19142.7	22178.6	24176	24015	24326.2	25517.1	24049.8
Q9Y6R1			18028.3	17549.4	19596.8	16055.1	17187.7	13052.6	18186.5	18363.6	20578.7	20312.9	21675.9	20541.5
P36021			33728.2	31978.6	36780.1	36241	33749.3	33754.2	32366.9	30334.1	31657.8	29338	30044.9	27469.7
Q13523			7577.26	7344.11	7214.31	6605.99	7558.34	7209.66	6166.64	5895.39	6434.82	5990.33	5140.77	5634.74
Q2KHT3			9316.51	7384.11	7510.41	6872.47	6871.79	6355.75	10154.7	10993.6	9628.51	2404.34	2496.08	
Q9Y5K5			5698.75	8197.23	5790.17	4108.34	4739.05	4494.67	3774.19	5134.29	4675.93	3799.39	4233.84	4108.38
Q8IVT5			2697.75	2828.58	3095.06	2970.37	2137.07	3012.88	2678.41	2758.69	2653.17	2330.62	2182.32	2610.22
Q8N402			104180	108365	105666	125160	131006	124538	111336	101933	100602	106060	99140.7	86731
P0C5J1			18976.9	20490.1	18878.9	15250.7	13990.4	12353.2	12253.8	14463.3	11687	11468.9	11298.6	13329.1
Q9HBE4			97383.5	104311	96702.2	71908.2	69103.9	73082.8	67631.8	69482.8	69311.4	69344.1	69386.7	68376.1
Q8N3R9			4600.15	5205	5243.35	5557.64	5473.27	6571.76	5481.97	6106.31	7994.89	6706.27	5979.04	6741.85
Q8N6L0			22897.5	20155.5	19120.5	26921	26381	33167.3	22491.6	20365.2	19181.1	21542.7	20746.4	21595.2
Q13835			3230.9	2653.06	3346.97	6590.47	5208.08	4002.36	3121.76	3808.99	3236.28	2867.23	2165.83	3216.19
Q9NWM3			12833.6	11442.7						11429.9	9155.35		10976	
P17544			12561.7	13609.5	12766.3	12660.7	12118.9	13833.8	17051.9	16455.8	18640.8	18253.1	17935.9	17556.6
Q9UBD6				2175.5	2431	1659.02		2548.41	2787.55	2884.38	2900.99	2863.65	2740.38	3521.13
Q9Y4F3			16702.8	16002.2	17427.6	18966.4	18981.3	19102.7	16890.3	17321.2	18376.2	17534.7	17436.5	18831.5
P16402			2515.91	2569.66	3017.61	2159.44	2190.93	3205.68	2748.75	3561.12	3390.81	3343.25	3903.95	4307.27
Q96PJ5			3315.23	3859.34	3466.59	4288.67	4011.36	4690.89	3050.47	4727.56	3370.37	3764.33	3270.08	3080.42
Q8TCB7			13656.5	13869.8	13791.6	16443.3	15669.6	15018.8	17411.8	18383.4	18401.3	18582.4	17929.2	18139.8
Q9H074			18929.8	18874	21449.2	18742.3	19653.7	20007	16609.8	17523.3	17299.4	16806.3	16414.3	16481.9
A6NGE4			42929.9	44479.2	42863.5	34324.5	34169.9	33261.4	33783.1	32586.4	32917.2	30622.4	34470.3	31905.2
Q12872			12387.5	27562.4	22969.1	10347.5	13139.2	12491.6	23314.3	22499.1	26018.2	25621.6	26678.5	24883.3
Q9BX40			267276	274299	265816	334228	314164	310307	308091	308290	287503	290414	282148	299477
P30556			46010	44448.7	44081.9	26676.8	23283.5	27818.3	26256.1	27071.8	25729.9	22632.3	20871	21013.4
O75886			185432	202207	182963	285107	259456	259021	243075	237477	253534	243104	228043	204715
A0AV96				2056.54	1922.28			3023.87	2078.98	2517.78			1924.82	
P86479			4279.03	4381.82	3977.91	2646.65	2970.94	3884.73	3886.62	4270.5	3735.99	4287.26	5626.56	4781.09
P49335			15819.9	16629.9	15416.8	13704.6	14869.1	14912.8	10812.5	10463.6	12129.8	10337.3	11447.4	11029.8
P19438			5280.62	6959.25	3821.96	2933.03	2740.6	2164.57	3997.56	3129.64	3244.86	4662.35	2950.37	5016.3
Q8IYD8			2778.64	1007.06	1943.23	2217.11	2270.6	2010.63	2164.99	2468.7	1716.59	2502.08	2229.59	2967.29
A4D2P6			49186.4	50315.3	51543.6	50750.8	53983.6	54498.8	49465.1	49191.5	47087.5	47025.9	50809.2	42943.5
O00160				1582.18		1296.49	585.108	1109.97	1346.77	1349.79		1464.63	1289.18	1250.22
Q2NL68			3285.09	3671.83	2563.51	3654.51	3464.56	4051.5	3253.32	3069.88	2744.07	3737.78	3600.9	3112.12
Q8IYH5			11285.4	13555.7	13637.8	7578.26	9554.12	9313.55	7343.72	8541.38	9078.99	8793.43	10277.7	8014.8
Q9Y383			8965.88	8491.69	8835.58	9103.93	8994.74	9288.43	9209.83	10183.5	8989.53	9814.12	9797.89	9721.49
Q7Z404			540513	545236	534717	501533	495730	518273	486712	469714	464286	462701	469982	469937
P62829			156411	111170	76716.2	733742	213096	352359	81908.1	84423.4	65925.8	48470.9	47101.8	32879.4
Q8TC59				7363.1	8847.6							9388.15		9757.57
Q6RI45				6759.47	10755.8	20613.3	14250.1	20398.3	10682.2	10667.9	11517.2	7865.85	10197.5	11043.7
P49257			4640.16			7760.53	7355.76	9033.65	11342.7	11998	10892.8		9769.6	9703.15
Q6IF00			63388.8	63195.4	63849.4	40860.2	42239.7	39743	40677.7	39104.9	40123.6	38805.5	37742.7	37219.2
P48643			10169.2	10778.6	11590.8	7438.15	7669.98	10797.7	9338.98	9425.91	8975.34	10234.4	12360.1	9612.84
O94851				1339.39	2234.22	1435	3160.78	1914.61	3365.54	1756.97	1626.94	1717.69		1674.75
Q8TB37			5743.16	7346.59	6644.58	4018.36	4818.79	3313.88	4842.01	5130.24	6034.82	4612.92	5790.21	5951.12
A6NJ64			244055	228245	239579	311700	292022	290432	150655	157038	159961	119681	119377	125890
Q8NBU5			2788.83	1759.56	2087.36	2691.05	2104.54	4271.19	2309.9	4134.93	3026.85	2445.24	2690.78	1712.84
Q14213			15409.3	13697.3	13219.8	17914.1	17053.1	15842.9	13603	13627	13365.8	14172.5	17253.5	16716.2
Q8WTR7			6609.04	6236.87	5075.54	1948.81	2364.67	2513.08	4062.77	3923.19	4310.87	4876.05	6156.6	6495.15
P59020			26423.7	20634	21789.8	19087.1	16743.7	15856.5	14361	16524	15332.4	14447	12629.8	17684.7
O43847			15204	17769.7	16789.8	16002.4	14971.8	14525.8	16995.3	19687.3	19230	18995.1	22272.5	20631.6
P19105			16206.1	16583.8	17198.4	10493.4	11920.7	12629.3	12192	12492.8	13895	11860.9	12594.5	12265.7
Q9ULC6			5590.32	7602.24	4404.17	7655.19	7446.21	5664.75	5373.72	4468.78	7198.84	4475.49	4742.97	6204.43
P28906			10734.6	12246.8	11343.4	9880.52	12414.8	11127.3	11429.1	13270.6	11953.9	12419.6	13185.5	11654.8
O95868			49330.6	55112.3	52315	57470.4	57413.4	49206.8	52454.2	49781.2	53456.5	49703.8	49674.5	48549.8
Q8NDX6			36979	25212	34409.2	45665.5	50204.6	49737.3	43520.3	42366.2	44623.4	31001.8	19816.1	39184.3
Q9NQF3			20674.1	19680.3	21266.6	22047.1	20269.1	21144.5	22626.2	22191.5	23462.8	23028.2	22277.8	23311.4
Q9BYP9			7452.62	10236.9	10331.2	9150.44	9968.88	10961.1	13658.9	13839	13630.3	15002.2	13714	14275.8
Q16538			57580.5	55864.1	57461.8	53980.4	51602.7	52812.2	58180.9	60298.2	60163.2	64022.7	59555.4	57596.7
A0A0A0MS05			70994.6	80380.7	77250.1	82161.8	83331.8	79783.5	84311.9	80681.6	72439.3	78918.7	84819.5	78551.9
Q9H0U6			2869.04	2461.04	2236.06	3655.42	2749.72	3925.97	4314.71	3983.21	3808.01	3745.9	4260.96	4149.45
Q7Z2R9			19554.6	29150.6	29309	18016.6	18258.5	21974.7	18637	21430.7	15092.8	19402.4	13461.2	21775.8
O60883			78030.6	79578.5	79844.2	70452.4	75982.6	75574.4	78242	79393.6	78009.5	75391	77341.7	79519.2
P52740			4667.12	3823.21	3100.81	2354.81	2247.19	2658.09	2582.86	2550.21	2030.57	2034.64	2144.9	2836.38
Q9Y244			5770.76	6754.11	6212.22	6761.46	7206.75	7242.22	6095.02	7063.73	4983.46	6677.05	7577.96	4874.55
O95379			198881	209486	234594	190684	158123	171329	162401	169889	155257	154622	146817	147795
P29317			49898.8	36171.3	28744.6	71669	51638.6	63034.5	39473.4	28937.3	23686.7	31857	38309.5	20579.4
Q9P0J6			10638.1	15089.5	15308.1	10223.3	8608.26	8152.48	8154.24	10723	11138.3	8515.71	9709.78	11538.5
O75695			16297.7	16713.9	17276.5	16800.5	16039.8	15080.2	16585.4	14383	16231.4	16967.8	13957.7	17491.2
